"","min_x","mlogx","slogx","min_x.1","mlogx.1","slogx.1","min_x.2","mlogx.2","slogx.2","min_x.3","mlogx.3","slogx.3","min_x.4","mlogx.4","slogx.4"
"1",0.00875,-0.410410969499272,0.461660291105745,25.24,2.26771659944623,0.164597786889553,0.00482,1.62018042367672,0.841678084949429,3.22,2.96531695085139,0.802934704722037,0.001,-0.0101447988248392,0.899854154869135
