"Trait1"	"Trait2"	"Trait3"	"Trait4"	"Trait5"	"Trait6"	"Trait7"	"Trait8"	"Trait9"	"Trait10"	"Trait11"	"Trait12"	"Trait13"
-0.1192	0.0798	0.0346	-0.298	2.7261	2.4828	1.748	0.8445	-1.5615	-0.5162	-2.5509	-0.7579	0.716
-0.3681	0.1895	0.1378	-0.284	1.7613	-10.1499	-4.1659	9.1476	5.666	2.4669	0.7211	-7.0711	-7.0665
-0.467	0.2034	0.1725	-0.186	1.6316	-10.2516	-4.1655	9.0061	5.7964	2.4329	0.7486	-7.0535	-7.1345
-0.2892	0.1883	0.0921	-0.2289	1.792	-10.0783	-4.1174	9.0725	5.6308	2.419	0.6223	-6.8118	-7.0182
1.28	-0.4609	-0.6233	-0.393	1.9739	3.8568	0.6659	2.2183	-2.2653	-2.7039	-0.8909	1.1778	1.2773
-1.3935	1.1111	1.3299	0.2959	2.0455	2.3309	1.1407	0.2695	-1.1684	-0.8686	-3.1368	-1.347	0.0272
-1.4651	0.2842	0.0962	-1.1008	3.2293	1.1949	1.2436	0.1001	-1.3701	-0.556	-2.7507	-3.0577	-0.7323
1.0237	-0.0922	-0.149	1.393	-1.0962	4.3051	-0.8891	-2.8517	0.1283	-2.4566	-3.4998	3.3014	-3.2643
0.5337	-0.1986	-0.2615	1.4286	4.8381	-1.1803	3.3376	1.1867	0.6368	1.3717	-1.2586	2.3396	0.7501
1.1379	1.3565	1.1999	0.6377	-0.9972	4.6142	-1.1911	-2.7101	0.0892	-1.1726	-4.433	2.7926	-3.9564
-0.7624	0.5723	0.4257	-0.2762	-0.8012	-1.4525	0.784	-3.9412	1.817	-1.6164	-0.1853	2.047	1.4334
-1.2911	-0.6236	-0.7583	-0.5007	-0.6322	-2.3113	0.9783	-4.0277	1.8126	-2.0804	0.5874	0.8115	1.5327
-0.8607	0.7877	0.78	-0.0707	-1.2435	-1.3	0.7877	-3.8427	1.9262	-1.504	-0.3152	2.0546	1.6308
-1.5124	0.9174	0.9919	-0.0549	-1.4666	-1.7153	0.4263	-4.0411	2.0901	-1.6218	-0.0842	1.249	1.2712
-0.7801	0.88	0.9197	-0.6931	-1.2856	-1.4915	0.8234	-3.3392	2.1788	-0.6676	-0.1915	1.2305	1.6578
-0.6372	1.8858	1.9724	0.0809	-1.6624	-0.5676	0.5145	-3.6755	1.9356	-0.9343	-0.9595	2.6566	1.5481
0.1921	0.7843	0.6323	-0.3473	-0.9832	-0.6846	1.0959	-3.352	1.7354	-0.8832	-0.4115	3.0753	2.1221
0.6717	-2.433	-2.6174	-2.087	-4.7425	-2.9726	-3.0342	0.3344	-0.1146	1.4013	7.2462	-2.935	1.0898
0.5893	-2.345	-2.5157	-1.6255	-4.7365	-2.8706	-3.135	0.1232	-0.1981	0.8684	7.3063	-2.336	1.1762
-0.9282	1.0953	1.022	0.1974	9.9497	4.8349	6.3058	-0.3958	-0.612	4.816	-11.9933	-3.1726	-5.352
2.0607	0.2539	-0.1112	-1.0165	-0.1259	4.6808	-3.5971	4.5851	-3.1002	-2.3307	-1.9077	-1.6936	-2.5465
2.2799	0.6634	0.1304	-1.2808	0.2436	4.8399	-3.6175	4.5068	-3.2947	-2.1027	-2.317	-1.4829	-2.8217
-0.8988	-0.8811	-0.8979	0.8108	8.0449	0.0804	5.4321	-0.6022	0.2548	-3.5933	-3.6722	1.3984	0.0641
-1.5663	0.8446	1.0909	0.7297	-2.9936	-2.5956	-1.1485	-3.8666	2.6029	-0.6528	-0.6466	-0.0425	-2.401
-1.4031	0.1522	0.3735	0.2806	-2.8959	-3.0067	-0.9043	-3.6036	2.7063	-0.3952	-0.0324	-0.6788	-2.1106
-0.1731	1.6107	1.5931	1.5995	14.0468	-7.0651	14.6202	-5.781	4.4325	1.576	-1.2937	11.1674	6.0214
-0.5425	-0.7421	-0.8463	-1.747	-2.4293	7.1865	-0.3261	0.6124	-3.9124	-4.3261	-1.1464	-2.6951	5.154
0.1753	0.4225	0.4943	0.4977	-2.0189	5.4387	0.2277	-0.7183	-2.1983	-2.8236	-3.2272	1.0244	2.6789
0.1699	0.3335	0.4295	0.1912	-5.5874	-1.2228	-3.8833	-0.4955	-0.2114	0.5365	5.5269	0.067	0.5532
-0.9751	2.2746	-1.6927	-2.0614	18.0619	36.0503	5.0231	-0.1815	-29.0333	-18.8304	-22.3182	2.3745	10.3509
-0.6532	0.9242	0.9008	0.2852	-0.1914	0.4142	-4.6886	2.569	-3.0933	-0.9064	4.5097	0.0457	-1.2043
-0.9542	-0.1276	-0.0553	0.3524	-1.8356	4.3632	-0.0154	-1.3002	-2.0718	-3.4833	-2.5334	-0.578	2.1317
1.9291	0.6095	0.3013	-0.2181	2.0014	4.4966	0.3098	2.1249	-2.4178	-2.4699	-1.414	2.7349	0.9381
-2.265	0.2558	0.4791	1.6024	0.3443	-9.4724	-0.768	1.2096	3.8007	-0.9761	3.5919	0.9978	-0.0178
-0.8327	-2.085	-1.8625	0.143	-5.5409	-3.0396	-3.6519	-0.7648	-0.0156	-0.8083	7.5339	-1.7749	0.954
-0.3366	1.1785	1.4846	-0.4114	4.8403	2.064	1.24	5.9574	-1.6353	-0.6896	-0.411	-1.6276	1.157
-0.2958	-0.6345	-0.5277	-0.7004	5.7704	1.3782	1.8416	5.9783	-1.8608	-1.4959	0.602	-2.2711	1.4398
-0.0519	0.1392	0.2738	-1.1219	5.3302	1.7646	1.5851	6.2392	-1.7574	-0.579	0.2039	-2.4601	1.2998
0.3416	-0.2357	-0.1654	-0.1833	-2.6372	-2.2897	-0.2359	-2.5074	2.4764	0.537	0.2489	0.7909	-0.936
-3.1708	-1.6117	-1.6437	-1.8676	6.2374	-2.4916	-2.2357	2.516	0.4409	-4.169	-2.8107	-9.6417	-10.6195
-3.0827	-1.7055	-1.8082	-1.9155	6.4059	-2.5718	-2.1602	2.4777	0.4494	-4.2271	-2.7686	-9.5218	-10.6543
-5.2745	-1.9538	-1.7465	-1.7499	5.8527	-3.9222	-2.8037	1.696	0.8992	-5.0424	-2.2249	-12.2438	-11.4524
-1.4402	-2.1986	-2.4071	-2.2327	6.5676	-1.594	-1.4703	3.3938	0.1319	-3.4825	-2.7169	-8.1453	-9.4654
-0.0226	-0.3757	-0.6449	-0.5995	-0.3646	2.5826	-1.4359	-0.5161	-1.7815	-1.5234	-0.9891	-1.2211	-1.4069
-1.2959	0.8006	0.868	0.0824	-1.1046	2.5533	-2.0448	-0.8724	-1.3198	-1.6623	-1.5124	-1.8927	-2.0134
-2.0805	-0.3932	-0.3364	-0.2268	-0.898	1.397	-2.0321	-1.2628	-1.2727	-2.2793	-0.62	-3.49	-2.2417
0.0744	0.7228	0.8297	-0.0593	-1.5375	3.5855	-1.7436	0.0168	-1.5443	-0.8071	-1.5208	-0.7518	-0.9756
0.2892	0.6335	0.9461	0.5132	0.7094	0.8351	-0.1845	1.4664	0.5715	0.9824	-2.3433	-0.2482	-2.7146
0.4026	0.114	0.358	0.2775	0.9978	0.645	0.0476	1.5779	0.5387	1.0715	-2.1121	-0.5175	-2.574
0.4697	-0.0142	0.0556	0.0483	1.4074	0.5627	0.0514	1.3518	0.3204	0.7926	-2.1993	-0.5298	-2.7927
0.1263	-2.1685	-2.2858	0.275	5.4209	-2.5289	3.8067	1.6449	0.7639	1.4089	0.2342	-0.1553	1.1249
-1.3056	0.3019	0.2318	-0.116	-4.9998	-2.456	-4.6091	-1.463	-0.3893	-0.4886	5.5734	-1.7916	-0.9943
-0.9223	-0.5718	-0.4288	-0.4285	-5.5886	-2.5392	-4.2399	-0.6601	-0.0453	0.0871	6.4993	-2.3122	0.0568
-0.7022	0.3531	0.3236	-0.233	-5.2868	-2.1685	-4.4301	-1.0823	-0.3403	0.0338	5.6506	-1.226	-0.3754
0.5037	-0.611	-0.9149	-0.7538	-4.5845	-1.7627	-3.7816	-0.5238	-0.7649	0.3373	5.9624	-0.5683	0.2829
-0.2905	0.2312	0.1154	-0.2922	-5.0942	-1.9285	-4.3185	-0.874	-0.5107	0.0566	5.6975	-0.8031	-0.2305
-0.7285	0.3743	0.6036	0.2286	2.1602	2.3505	1.5941	0.7543	-1.1604	-0.7977	-2.5137	-0.8782	0.7472
-0.7237	1.0545	1.2054	0.3952	2.2356	2.6803	1.4075	0.5048	-1.3558	-0.7608	-3.1135	-0.43	0.4011
-0.7672	0.8532	0.9927	-0.6227	2.255	2.1638	1.4292	0.764	-1.0788	0.0481	-2.9776	-1.8388	0.279
-0.4708	0.809	1.0541	1.5767	-2.4221	5.7016	-0.1378	-1.2525	-2.236	-3.8891	-3.2921	1.7085	2.6408
-0.7269	0.3661	0.3742	3.5817	11.6491	-4.9468	0.5471	4.7094	1.4572	-9.8368	-1.1023	5.0158	-8.0167
0.5333	0.433	0.2648	-0.2429	-0.8392	3.6624	-1.4874	-0.1217	-1.8872	-1.0982	-1.5203	-0.1305	-0.977
-0.776	1.2314	1.3335	-0.1	-1.4313	2.8546	-2.1001	-0.4905	-1.237	-0.8828	-1.6317	-1.4996	-1.8446
-1.0752	0.8613	0.9078	-0.6007	-1.2248	2.5136	-2.1055	-0.5564	-1.2926	-0.8485	-1.4839	-2.6535	-2.0978
-1.1793	0.6067	0.6545	-0.5255	-1.2318	2.3011	-2.1036	-0.6821	-1.2516	-1.1374	-1.369	-2.6792	-2.1391
0.0045	1.5862	0.9669	1.3677	5.9218	16.477	-11.6125	8.59	-13.5555	-10.7056	1.7862	-0.21	-7.4896
-0.1453	-1.655	-2.268	-1.1564	-3.2985	-3.2039	-3.5888	-1.2487	-0.896	-0.5667	6.4474	-1.6871	-0.4957
-1.4153	-1.9756	-1.8741	-1.1544	-5.3179	-3.8969	-3.8694	-0.8062	0.2204	0.1036	7.6543	-4.1924	0.1629
-0.8498	-1.9097	-1.9017	-1.6439	-4.9958	-3.6466	-3.6723	-0.3623	0.1379	0.7402	7.4644	-4.1406	0.3132
0.0087	-0.8505	-0.778	-0.1465	-2.5026	-2.6655	-0.0308	-2.7523	2.5476	0.145	0.3389	0.1994	-0.9949
0.008	-0.234	-0.1462	0.2558	-2.6613	-2.2944	-0.2413	-2.9581	2.4964	0.0034	-0.0736	1.017	-1.1723
-2.0984	-0.7497	-0.3739	-0.2574	-5.9378	-3.2776	-4.2133	-1.1643	0.4024	-0.1226	6.5615	-3.8036	-0.1385
-1.8819	-0.9173	-0.4673	-0.3148	-6.2893	-3.3127	-4.2621	-0.8364	0.5237	0.1417	6.9372	-3.7855	0.1903
-2.0819	-1.4014	-1.7702	-0.1137	9.4024	-1.5778	5.1384	-1.4094	0.0936	-4.1049	-3.335	-0.9122	-1.4758
-2.1782	1.0857	1.0862	1.0147	-3.1785	0.3658	-1.9671	-8.4624	2.2202	0.7101	-3.2938	-1.6196	-7.202
-1.2617	0.7745	0.6238	0.7067	-2.7495	0.6829	-1.5872	-8.0628	1.9891	1.0819	-3.3352	-0.9166	-6.9234
1.5116	3.3948	0.4691	0.8066	0.6667	21.1761	4.5901	-9.6635	-7.9944	-5.0131	-26.3813	0.5068	4.5866
0.1962	0.2212	0.232	-0.862	-1.1835	3.2924	-1.4077	0.2651	-1.5205	-0.3244	-1.3956	-1.7159	-0.8474
-0.1896	0.8423	0.8267	-1.0595	-1.2331	3.2959	-1.7992	0.0632	-1.5825	-0.1344	-1.7674	-2.3248	-1.5183
-0.0905	1.1887	1.1547	-0.5898	-1.2134	3.6002	-1.8372	-0.0474	-1.5775	-0.5022	-2.0518	-1.3889	-1.4949
1.3205	-0.8761	-1.0071	-0.227	-2.0149	-2.0506	0.3964	-2.4277	2.1396	0.4573	0.374	1.9863	-0.4328
0.9387	-1.4454	-1.5782	-0.1265	-1.9661	-2.4107	0.3066	-2.5434	2.1446	-0.1354	0.7164	1.515	-0.488
-0.338	-0.959	-0.7335	0.0105	-2.8172	-2.8915	-0.1708	-2.6997	2.7583	-0.0346	0.8747	-0.0199	-0.8577
1.8805	-0.1373	-0.0414	-0.0518	-2.7406	-1.1	0.4467	-1.7452	2.3798	1.2755	-0.0371	2.7389	0.1312
0.2696	1.7901	2.0203	0.3328	4.0866	0.2233	2.8183	0.9667	1.5839	1.588	-5.5731	0.469	-2.2068
0.2401	1.6963	1.8615	0.1741	4.2517	0.0056	2.8673	0.9209	1.5806	1.5714	-5.5345	0.2397	-2.3563
0.2676	1.3133	1.509	2.3788	-4.1996	-4.8697	-1.6591	-10.2724	3.9482	3.5284	3.8428	7.3169	-4.4965
0.4809	1.0666	1.1714	0.5022	-2.2233	6.1559	0.1628	-0.5465	-2.3058	-2.4681	-3.6225	1.3945	2.8433
0.1566	-0.0236	0.1319	0.4037	-2.3546	5.3448	0.2431	-0.5877	-2.1398	-2.8569	-2.8006	0.6012	3.0455
1.0902	-0.1711	-0.1077	0.2762	-2.2366	5.9573	0.4909	-0.1461	-2.4059	-2.5454	-2.7933	1.5857	3.6254
1.5066	-1.077	-0.9853	0.1827	-2.237	5.8986	0.9724	0.2891	-2.3697	-2.5681	-2.2083	1.5429	4.2574
-0.5116	-0.5951	-0.5745	0.9946	-1.0237	3.1323	-1.4207	-0.9627	-1.8829	-2.7936	-0.9035	-0.0378	-0.8858
-0.5556	0.1483	0.2062	1.2472	-1.1709	3.6043	-1.5798	-1.039	-1.936	-2.7595	-1.5115	0.3414	-1.0838
-0.4604	0.3536	0.26	1.1151	-0.7999	3.6335	-1.6634	-1.2157	-2.1134	-2.7624	-1.765	0.5585	-1.4072
1.2498	-0.6068	-0.7737	-0.5174	4.5023	3.9798	6.2603	0.4572	0.1827	2.0846	-10.0323	-0.932	0.7754
0.7882	-0.9408	-0.9023	-0.1693	3.912	3.813	6.1862	0.3413	0.4634	1.7948	-9.6083	-1.3039	0.9953
0.1926	-1.1251	-1.0447	-0.1571	3.8476	3.3534	6.0238	0.1521	0.6337	1.5626	-9.3621	-2.1238	0.7675
0.4912	-0.8657	-0.8564	-0.147	4.1184	3.4773	6.1145	0.0949	0.5058	1.6761	-9.7862	-1.6701	0.6073
0.6799	0.2888	0.2754	0.1431	4.1408	4.0635	5.8513	0.0585	0.3909	1.9017	-10.5273	-0.6122	0.2622
0.4134	0.294	0.3253	0.2225	3.9085	4.0852	5.7547	-0.1086	0.419	1.7115	-10.6406	-0.8969	0.2831
0.9205	0.2557	0.1678	0.3514	4.169	4.2808	5.8061	0.0022	0.2512	1.6251	-10.4597	0.0185	0.3718
0.6377	-1.6994	-1.912	-0.5524	4.8778	3.0884	6.3723	0.1788	0.2473	1.3987	-9.1532	-1.8627	0.7297
0.4959	-0.108	-0.153	0.0397	4.1738	3.8301	5.8261	-0.0591	0.3534	1.6194	-10.2637	-1.0079	0.2242
0.3094	-0.5831	-0.2272	-0.2454	3.2018	3.6491	5.9869	0.7892	1.0088	2.5101	-9.4536	-2.4083	1.0874
-0.2493	-0.8226	-0.7639	-0.1747	4.1202	3.0719	5.8777	-0.1703	0.6587	1.4653	-9.7367	-2.5865	0.1575
0.5671	0.1711	-0.0002	0.3255	4.5339	4.0123	5.7563	-0.367	0.0937	1.2146	-10.6646	-0.3366	-0.0418
0.3571	0.0578	-0.2427	0.2875	-1.0788	5.2255	0.1471	-1.1247	-2.7147	-3.4641	-3.0777	1.3344	2.277
0.8072	0.5866	0.6092	0.1853	1.4803	0.9992	-0.0589	1.532	0.2192	0.9295	-2.6275	0.2793	-2.8596
0.1155	1.0232	0.9074	-0.0606	5.2036	-0.3965	3.0295	0.447	1.2893	0.886	-5.4587	0.0222	-2.7624
-0.752	0.1666	0.0819	-0.7065	-0.784	2.3987	-1.7212	-0.4502	-1.5058	-1.1919	-1.266	-2.4283	-1.7315
0.9438	1.8385	0.7779	-1.0792	6.9143	16.1897	-11.297	9.5695	-13.4907	-8.5403	1.7337	-2.0042	-7.6369
0.1995	1.8512	0.8326	-1.3471	6.8601	15.3995	-11.5437	9.3169	-13.2505	-8.507	2.0068	-3.2474	-8.081
1.2954	-1.2484	-2.1714	-0.0008	7.0171	3.2991	6.3797	-1.1379	-0.8776	-0.1037	-10.1851	0.994	-0.5877
0.4784	0.5388	0.6737	1.1682	-8.4767	17.8228	-9.0755	7.8661	-13.093	-12.6785	0.9012	1.5192	9.0431
0.4497	0.6712	0.8211	0.9935	-8.5993	17.7714	-9.2052	7.9719	-13.0502	-12.5024	0.9056	1.3535	9.0033
0.7485	0.2606	0.3268	1.0493	-8.3854	17.8498	-8.9988	7.9898	-13.2208	-12.7279	1.0677	1.7302	9.2174
-3.5858	0.2057	-0.0224	-2.3615	6.6047	-2.3195	-2.863	1.989	0.3219	-3.6324	-4.3599	-10.1397	-12.2219
0.372	0.4588	0.7496	-0.7	-8.6805	-2.7513	-10.7482	6.3444	-2.4143	-0.88	13.6642	-0.7865	2.022
0.3829	-0.2958	0.1475	-0.8631	-8.9915	-3.0162	-10.5456	6.7062	-2.1883	-0.7718	14.3044	-1.4328	2.4928
1.5379	-1.162	-1.3631	-4.1327	22.8975	-1.2079	19.1777	10.4885	2.0419	15.2022	-10.3947	-5.6166	5.9252
-0.7543	1.1777	1.0049	-0.0313	0.25	0.0736	-4.8289	2.3685	-3.2077	-0.8307	4.4754	-0.2745	-1.6218
-1.4771	-1.0008	-0.9226	-0.2945	-0.3441	-1.2412	-4.606	2.6557	-2.7486	-1.4538	6.2493	-2.2962	-0.9646
-1.5528	-0.2771	-0.2715	-0.1472	-0.0624	-0.9217	-4.7283	2.2886	-2.8883	-1.5204	5.4968	-1.9143	-1.4228
0.0721	1.1963	1.4721	-1.0969	4.8113	2.1537	1.444	6.3771	-1.5477	0.2532	-0.3977	-2.0745	1.2362
-0.3275	1.4538	1.7884	-1.0198	4.493	2.1889	1.1559	6.1853	-1.6	0.0641	-0.5123	-2.5063	1.0386
-0.174	1.1874	1.473	-0.9634	4.7041	2.2426	1.3929	6.1807	-1.6606	0.0227	-0.4045	-2.3434	1.2197
0.3689	1.3927	1.6373	-1.0918	4.6871	2.5457	1.377	6.4552	-1.7648	0.3422	-0.5932	-1.7332	1.2982
0.656	0.4411	-0.4888	-0.4494	9.2117	9.1845	3.9776	-1.6891	-5.7806	-8.0739	-13.8015	3.4158	-2.1699
-0.6926	0.2718	0.4595	-0.08	-1.0423	1.6461	-1.1439	1.7375	-0.8001	0.0396	0.7978	-2.4483	0.8234
-0.8452	-1.0109	-0.9603	-0.5744	-0.5038	0.817	-0.8663	1.6162	-0.8753	-0.3875	1.5054	-3.3571	0.8546
-0.5525	-0.1028	-0.0826	-0.4063	-0.5848	1.4096	-1.0762	1.5687	-1.0475	-0.1382	0.8449	-2.5984	0.5961
-1.0658	-0.7555	-0.6393	-0.43	-0.6942	0.904	-1.1015	1.524	-0.8675	-0.5303	1.4593	-3.4677	0.673
0.9993	-0.7766	-0.8916	-0.6606	-0.3795	2.0594	-0.423	2.4098	-1.2308	0.4042	1.3201	-1.1071	1.8389
-1.866	-0.6729	-0.3718	0.6709	-1.1414	0.8369	-1.3585	0.8926	-0.7721	-1.5643	1.5304	-2.9888	0.5611
-0.5152	-0.3618	-0.3678	-0.427	-0.5577	1.3258	-1.0565	1.5862	-1.0662	-0.2703	1.1733	-2.5448	0.7898
-0.4412	-1.44	-1.4893	-1.0063	-0.1746	0.8355	-0.6112	1.8294	-0.9669	-0.1893	1.7172	-3.5081	0.9804
-0.9085	-1.6245	-1.6019	-0.6982	-0.1825	0.45	-0.6899	1.5633	-0.8931	-0.5915	2.0168	-3.716	1.0137
-1.1415	-0.5354	-0.3501	-0.2992	-0.9819	1.0313	-1.1765	1.4986	-0.7622	-0.4273	1.3836	-3.4461	0.7084
-0.5665	-1.2294	-1.144	-0.5633	-0.5949	0.8723	-0.7254	1.8121	-0.8175	-0.2964	1.8667	-3.1682	1.1394
0.3903	-1.2424	-1.3386	-0.3772	-0.2008	1.7502	-0.4696	2.1028	-1.3293	-0.3662	1.5501	-1.5493	1.6471
-0.1657	-0.8116	-0.861	-1.4213	-0.5351	1.1731	-0.8112	2.2157	-0.9281	0.6587	1.4823	-3.6975	1.0772
0.6252	0.8423	0.8941	1.6944	13.8761	-6.9178	15.0597	-5.2064	4.5351	1.8167	-0.8717	11.9299	6.802
0.0946	0.0556	0.0028	1.3534	4.6439	3.6806	5.8548	-0.5958	0.3465	0.3303	-10.281	0.574	0.0879
-0.0747	0.1235	0.1027	1.8059	4.4796	3.876	5.6427	-0.9587	0.1801	-0.2039	-10.2406	1.1215	0.065
-1.2341	1.0631	1.2516	3.4382	4.0383	4.0507	4.9744	-1.9921	0.1504	-1.7355	-10.8189	2.1901	-0.654
0.6602	-0.6696	-0.7176	1.4837	4.6253	3.9226	6.1866	-0.3225	0.1695	0.0692	-9.8265	1.3409	0.7884
0.4311	0.2443	0.1575	1.7425	4.6624	4.1884	5.8666	-0.701	0.109	0.0995	-10.5211	1.7048	0.2137
0.007	-0.2287	-0.2556	1.4827	4.5021	3.5617	5.7758	-0.7228	0.3359	-0.0075	-9.9125	0.6213	0.1481
-0.365	-0.1725	-0.2738	0.8663	-13.0394	-6.6898	-5.3046	-6.6613	2.9742	-0.4356	10.7795	2.9604	2.6678
-0.4035	-0.1651	-0.2356	0.9549	-13.0367	-6.6575	-5.2842	-6.8028	3.0508	-0.5196	10.4761	3.0122	2.4999
0.5491	-0.2621	-0.3093	-0.3393	-9.1634	-5.7923	-0.6222	-3.2342	2.4826	6.1691	7.2025	0.9541	7.3898
0.7405	-0.5092	-0.7327	0.039	-8.7258	-5.6604	-0.5171	-3.7414	2.1294	5.3782	7.0995	2.0151	7.2938
0.4873	0.7512	0.6648	0.2977	-9.1936	-5.229	-0.9415	-3.7308	2.2289	5.7171	6.3993	2.1529	6.9751
0.4357	0.3988	0.3809	0.3813	-9.3292	-5.2673	-0.8826	-3.6805	2.3006	5.6607	6.6578	2.0432	7.1156
0.4641	-0.3898	-0.3803	0.0084	-9.3326	-5.646	-0.6069	-3.4531	2.3955	5.8162	7.2793	1.2555	7.5647
1.2377	-0.0746	-0.3051	0.0873	-8.8044	-5.0487	-0.5372	-3.46	2.0079	5.7188	6.7977	2.7157	7.4175
-0.2489	-0.29	-0.4093	-0.1076	-8.8141	-6.407	-0.9243	-4.0909	2.3882	5.3719	7.1488	0.5763	6.5583
0.5319	1.3087	1.4368	1.3819	-19.0293	-9.5997	-15.4011	-2.079	8.3409	1.9281	7.8243	-2.245	-9.841
0.1281	1.7982	2.0754	2.1739	0.9723	1.554	-0.6254	0.5986	0.1829	-0.4194	-3.4642	2.3407	-3.4507
