"Trait1"	"Trait2"	"Trait3"	"Trait4"	"Trait5"	"Trait6"	"Trait7"	"Trait8"	"Trait9"	"Trait10"	"Trait11"	"Trait12"	"Trait13"
-0.8795	-0.8558	-0.1451	0.5338	-6.8321	7.9795	3.5978	-4.5056	-2.7046	-0.5645	-1.556	0.8148	10.8126
-1.2893	0.4971	0.6048	0.882	-2.3783	1.2281	4.1065	-7.6254	1.4248	2.7898	-7.0156	-0.1733	0.9512
-0.988	-0.2321	-0.288	0.9956	4.7062	3.0197	5.4701	-1.3718	0.2984	-0.1247	-10.211	-1.0778	-0.8566
-0.7415	-0.9835	-0.9285	0.0603	4.9209	-2.9651	3.2269	1.467	1.3054	2.1256	-0.1793	-1.3945	0.241
-0.1902	-1.4142	-1.3113	-0.1445	4.7807	-2.7727	3.4697	2.1358	1.3124	2.5228	0.2352	-1.3096	0.8566
-0.0609	-1.6694	-1.7806	-0.0585	5.489	-3.0357	3.5611	1.6753	1.0672	2.0548	0.1312	-0.768	0.4655
0.1955	-1.3334	-1.4484	-0.6417	5.3814	-2.7942	3.5904	2.1303	1.144	2.8529	-0.015	-1.2953	0.5706
-0.7307	-1.4736	-1.1905	0.0459	4.5109	-3.1781	3.4784	1.9338	1.6197	2.4293	0.3827	-1.846	0.9045
0.5486	-1.9331	-2.1467	-0.3467	5.6631	-2.7706	3.9081	2.0297	0.9301	2.3174	0.2294	-0.4103	0.9202
1.8285	-1.4353	-2.0024	0.4552	5.9633	3.8729	6.6413	-0.2658	-0.3109	0.4645	-9.9241	1.625	0.4625
0.7716	-0.6466	-1.0437	0.6098	5.4163	3.6359	6.0343	-0.6742	-0.1329	0.3973	-10.1812	0.6179	-0.159
0.9797	-0.3221	-0.261	0.3318	-6.3564	-2.7893	-4.8215	2.4089	1.7332	-8.3349	5.8157	2.8016	2.1065
0.668	0.0757	0.079	0.4382	-6.2207	-2.9001	-5.1277	2.2174	1.6918	-8.6237	5.6495	2.7881	1.6335
0.1241	-0.0598	0.0081	0.4731	-6.2172	-3.2509	-5.2066	1.9039	1.7318	-8.8041	5.7644	2.1504	1.432
0.4294	-0.1999	-0.157	0.0625	-6.2928	-3.2553	-5.0794	2.1482	1.8159	-8.4584	5.8517	1.9459	1.6492
0.3731	0.2971	0.3683	0.5756	-6.4268	-2.8782	-5.2865	1.9586	1.7595	-8.6673	5.4074	2.5858	1.449
0.0149	0.0213	0.1519	0.5849	-6.517	-3.1655	-5.3008	1.935	1.7952	-8.891	5.7903	2.0556	1.4243
0.2662	0.186	0.3501	1.0811	-6.4166	-2.935	-5.1705	1.9772	1.7615	-9.0265	5.6741	3.0999	1.7134
0.4325	0.2269	0.3566	0.5843	-6.5618	-2.912	-5.2285	2.0861	1.7986	-8.5743	5.5521	2.6344	1.6314
1.2856	0.6651	0.3511	0.35	-0.453	4.1712	-0.8773	-2.882	0.0095	-1.3881	-3.9871	2.6549	-3.9021
-0.6071	0.9792	1.3201	-0.0252	-5.8455	8.5036	3.1986	-4.8548	-3.1215	0.0377	-3.2071	1.2909	9.6363
-0.0148	-0.312	-0.0553	-0.1959	-3.1719	-2.2495	-0.2977	-2.3674	2.7851	0.747	0.43	0.0469	-0.7516
1.0737	-0.0911	0.0998	0.082	0.9062	0.8825	0.2637	1.8831	0.5153	1.2438	-2.1486	0.0804	-2.2016
0.8866	0.8992	1.2437	0.3823	0.5951	1.2464	0.0215	2.0167	0.6831	1.5454	-2.6241	0.2907	-2.3943
-0.7008	-0.9705	-0.9427	-0.7148	-0.2684	0.5135	-0.7126	1.8346	-0.6978	-0.0918	1.5872	-3.3682	1.0087
0.9467	-1.0133	-1.3597	-2.5884	5.9191	11.2974	14.0591	-5.1323	2.0274	22.3078	-29.6202	-10.448	-4.1127
-0.0681	1.2636	1.2357	1.1566	5.097	-0.1076	2.8467	0.1064	1.1465	-0.1138	-5.6689	1.3926	-2.973
0.6294	2.073	1.9109	1.0512	5.2493	0.7273	2.9214	0.2428	0.8941	0.3778	-6.4041	2.3579	-2.9026
0.3384	-1.9933	-2.2165	-1.0489	-4.514	-2.6355	-3.2972	-0.3641	-0.4438	0.2312	6.96	-1.7055	0.6357
-0.2745	0.4811	0.3004	-0.4391	-0.5864	3.1872	-1.6232	-0.5431	-1.7927	-1.1942	-1.5685	-1.3337	-1.4348
-0.2049	0.445	0.2828	-0.3616	-0.7376	3.227	-1.6445	-0.4867	-1.7423	-1.2509	-1.5536	-1.1581	-1.3827
0.6141	-0.438	-0.7358	0.6629	5.0958	3.6337	6.0838	-0.6879	0.0413	0.5951	-10.4007	0.2983	-0.069
0.4915	-0.2968	0.0027	-0.4346	1.0188	0.2562	0.3469	2.1081	0.8592	1.6367	-1.8591	-1.6375	-2.3992
0.3996	-0.1497	0.0672	-0.504	1.1696	0.0835	0.1121	1.9375	0.707	1.5726	-1.8699	-1.6234	-2.641
0.1602	-0.6043	-0.3076	0.663	1.2444	0.2293	0.3129	1.4686	0.6676	0.2174	-1.6638	-0.4092	-2.3817
0.1219	-0.5369	-0.3368	0.6051	1.4647	0.2034	0.2076	1.3421	0.4892	0.1062	-1.6437	-0.425	-2.5654
-0.1614	-0.0086	0.466	1.7665	0.6721	0.6724	-0.0107	1.1088	0.6458	-0.4532	-1.9971	0.7276	-2.3856
-0.6874	-1.9883	-2.2303	-1.2712	3.6259	0.5675	2.2666	0.5777	-1.3622	-0.9962	-1.1774	-2.9599	0.632
-3.6503	-1.0574	-0.9697	-0.9579	-2.6863	5.1307	-1.3785	-1.3023	-3.5626	-6.5896	-0.7307	-5.3347	3.4027
-6.6243	1.2114	1.1107	0.6752	12.3888	-12.1415	4.3877	-8.6455	7.0398	6.7571	-11.0652	-7.8383	-17.7842
-1.0913	-0.1853	-0.2008	-0.4886	6.5544	5.3256	-5.0669	5.5414	-1.4992	-13.2412	-7.268	-5.9235	-12.0152
0.6234	-1.1601	-0.745	-1.4484	8.6017	-2.5382	0.4935	13.614	1.3535	-2.1692	-1.0266	-5.8354	-2.016
1.0441	-0.9177	-0.5731	-1.4651	8.8252	-2.2224	0.5766	13.8127	1.1964	-1.9592	-1.3287	-5.2947	-2.002
1.0345	-0.8067	-0.4089	-1.3228	8.7173	-2.0297	0.6007	13.8123	1.2596	-1.9945	-1.4957	-5.1916	-1.968
0.7499	-1.3232	-0.9876	-1.5968	8.9296	-2.6005	0.6539	13.6413	1.2498	-2.2085	-1.0627	-5.8645	-2.0294
0.1822	-0.929	-0.4732	-1.5165	8.7088	-2.799	0.4367	13.4415	1.4937	-2.1308	-1.2626	-6.5314	-2.3987
-0.2658	-0.2809	-0.4536	-0.2341	-0.6803	2.7491	-1.5733	-0.5473	-1.7398	-1.7511	-0.9051	-1.2463	-1.2615
-0.5834	-0.4286	-0.3501	-0.3604	2.4287	1.9909	1.7439	0.8987	-1.326	-0.7244	-1.9562	-1.6887	0.9408
-0.071	1.7793	1.6352	-2.8766	-12.729	-10.9885	-19.8014	8.1887	1.1463	-7.0025	25.5542	-0.525	-0.8729
-0.4796	0.1791	0.2281	-0.2842	2.5494	2.0805	1.6487	0.9084	-1.2132	-0.4301	-2.4045	-1.2514	0.6077
-0.1811	-1.8968	-1.7092	-1.3919	12.0041	-4.9543	4.8909	8.1017	-0.1788	4.1758	2.0386	-2.9219	-0.569
0.46	0.6702	0.1178	-1.862	3.3584	9.2139	0.8639	1.1576	-6.2642	-2.502	-5.7976	-0.6104	1.7617
0.2321	0.147	-0.3614	-1.5533	3.3969	8.9766	0.9342	1.0059	-6.2401	-3.0677	-5.3679	-0.6276	1.9203
0.5494	-1.1449	-1.8965	-1.8864	4.1526	8.373	1.353	1.0196	-6.4672	-3.566	-4.6363	-0.6305	2.1451
1.1348	1.0472	0.4736	-1.8929	3.2808	9.7605	0.9604	1.5987	-6.2893	-1.9527	-5.957	0.2327	2.1104
0.7121	1.3412	0.6707	-1.8944	3.4178	9.612	0.7011	1.0271	-6.4773	-2.3384	-6.2765	-0.1247	1.4625
1.4317	0.5705	-0.0957	-1.2457	3.6801	9.9885	1.2518	1.3036	-6.6286	-2.9557	-5.95	1.4671	2.3525
2.0239	1.2046	0.3854	-1.5992	3.7786	10.4541	1.183	1.3853	-6.7527	-2.3477	-6.4469	2.0347	2.2573
0.0515	0.3842	-0.1656	-1.4906	3.5059	8.9879	0.8895	0.7299	-6.2229	-3.1895	-5.6475	-0.5747	1.6405
-0.7985	0.1827	-0.3194	-1.9693	3.3765	8.1348	0.4943	0.5958	-6.0353	-3.1328	-5.1481	-2.3809	1.0588
0.4404	-0.4331	-0.7239	-1.9155	2.8137	8.9978	1.2845	1.7694	-5.8599	-2.2819	-4.7521	-1.3921	2.7061
-0.0247	0.6454	0.5706	0.1169	-0.0117	0.4463	-4.5149	2.8865	-3.2044	-0.6978	4.8774	0.5477	-0.8432
-0.737	0.4688	0.4897	0.1952	-1.0952	2.9527	-1.788	-0.7586	-1.5157	-1.6028	-1.4647	-1.1572	-1.6105
0.0746	0.9964	0.9608	-0.2905	-1.1555	3.5601	-1.7077	-0.1367	-1.5894	-0.5816	-1.8077	-0.82	-1.3091
-0.18	1.0619	1.084	0.0423	-1.3409	3.5264	-1.8656	-0.3554	-1.5236	-0.8895	-1.8321	-0.6591	-1.4855
-0.8183	-0.9243	-0.9186	-0.2616	-2.3176	-3.1952	-0.3856	-3.4647	2.4722	-0.3782	0.4572	-0.6221	-1.6894
0.1524	0.1087	0.1673	-0.0953	-2.6485	-2.1257	-0.2235	-2.8684	2.5071	0.4742	-0.2902	0.7955	-1.2148
-0.7339	-0.6382	-0.5477	-0.1674	-2.4668	-3.0682	-0.3639	-3.2121	2.6664	-0.0888	0.3547	-0.5701	-1.6002
-0.5423	0.5005	0.8317	0.0862	-2.0207	3.0442	-1.7357	0.0752	-1.0686	-0.9661	-0.9978	-1.5052	-0.7553
0.4531	1.2145	0.5041	1.8192	6.5674	4.2883	5.5685	-2.134	-0.8049	-0.9829	-12.0674	2.9359	-1.7638
0.2276	0.6952	0.015	1.0547	6.4162	3.7574	5.5935	-1.8327	-0.5904	-0.4122	-11.5843	1.3955	-1.6636
0.2189	0.386	-0.3212	1.1592	6.4313	3.6887	5.6242	-1.9122	-0.6631	-0.7325	-11.3298	1.6138	-1.5412
1.0181	-0.0701	-0.9356	1.2087	7.0234	3.9816	6.0826	-1.6913	-0.9033	-0.8197	-11.294	2.5673	-1.1549
0.1733	0.541	-0.1616	1.3305	6.5512	3.5863	5.6111	-2.0903	-0.6421	-0.8489	-11.3589	1.7932	-1.6688
-0.2571	-1.5387	-1.1644	-0.784	11.3765	-4.7631	4.8471	8.088	-0.0025	4.1133	2.0396	-2.3488	-0.1305
-0.7556	0.4601	0.461	-0.1737	-0.9326	2.7447	-1.8678	-0.6086	-1.596	-1.456	-1.3701	-1.7642	-1.7505
0.2597	-0.4246	-0.417	-0.4641	2.5677	2.4427	2.032	1.2119	-1.4307	-0.191	-2.1249	-0.8057	1.2261
-0.9332	-0.187	-0.1821	-0.3032	-1.179	2.5937	-1.8003	-0.6765	-1.5749	-1.7738	-0.971	-2.1965	-1.4061
-2.1475	0.9217	1.0848	1.1639	-2.3223	0.6735	3.6817	-8.2417	1.5255	2.2773	-7.2109	-0.6697	0.1725
-2.0747	0.5263	0.6433	1.1853	-2.2191	0.766	3.822	-8.2996	1.4322	2.0855	-6.9535	-0.6338	0.4068
0.1467	1.9407	2.2055	0.1745	-2.748	6.025	-0.1518	-0.2936	-1.9073	-1.5436	-3.9977	0.5392	2.5532
-0.736	-0.1922	1.363	0.951	-18.3964	-14.3816	-13.9305	-3.2388	7.363	9.561	20.2916	-0.0244	-4.8048
-0.6003	-1.0016	-1.1378	-0.8423	-0.178	0.4752	-1.0118	1.5966	-0.9386	-0.3895	1.6106	-3.2573	0.5412
-4.4798	-1.7081	-1.6582	-1.7518	5.6137	19.661	4.0985	4.5678	-7.9712	-3.921	-24.272	-16.2601	-2.294
1.7711	-0.0902	-0.531	-1.7501	-0.1846	3.6568	-0.8421	0.7621	-1.9791	0.3863	-1.5909	-0.7393	-0.647
0.4069	-0.2137	-0.2231	-0.0066	1.8763	0.1217	0.0942	1.3293	0.2342	0.4931	-2.0581	-0.5952	-2.9905
0.3854	-0.494	-0.4528	-0.0353	1.651	0.0034	0.1134	1.3648	0.419	0.4186	-1.8152	-0.7352	-2.8866
-0.6955	0.3181	0.2844	0.9907	-0.0039	0.2149	-4.6395	2.2635	-3.2572	-1.9821	4.977	0.9088	-0.942
0.0078	-1.0912	-0.8261	0.535	3.7887	3.1929	6.1529	-0.0268	0.8693	1.1484	-9.2361	-1.4509	0.7794
0.1983	-0.463	-0.3257	0.7377	4.078	3.7183	6.0176	-0.2079	0.5873	1.0916	-9.8705	-0.6424	0.3834
0.2723	-0.8626	-0.6685	-1.4861	-4.7945	-10.9111	0.315	-2.2929	5.5596	6.0081	10.0529	0.77	3.545
-1.2745	0.8519	1.1193	1.4003	2.0304	2.5303	1.1358	-0.0906	-1.3706	-1.9455	-2.7598	0.1722	0.2797
0.434	-0.1567	-0.2016	-0.1853	2.5491	9.7842	1.3285	1.6217	-6.0252	-3.4909	-4.855	0.7117	3.1759
0.537	-0.1823	-0.2048	-0.1963	2.5039	9.9104	1.4226	1.781	-5.9847	-3.4272	-4.9708	0.827	3.2539
0.025	0.2032	0.3316	-0.6826	-2.9938	-2.264	-0.335	-2.5197	2.721	1.2728	-0.1394	-0.328	-1.1631
0.5357	0.6481	0.5279	-0.3338	-2.9653	9.172	-0.7124	0.494	-4.521	-5.0239	-2.2794	0.9392	5.4075
0.3124	0.6973	0.584	-0.3926	-2.905	8.8909	-0.7461	0.391	-4.4516	-4.9692	-2.2498	0.6111	5.3222
0.3034	0.6563	0.507	-0.5429	-2.7953	8.7208	-0.7547	0.4414	-4.4207	-4.9164	-2.2065	0.4642	5.2673
0.4382	-2.1529	-2.3667	-1.2609	6.7374	-10.3439	5.4746	-0.2719	5.6328	7.6757	1.9461	-1.4001	-1.6083
1.0675	-1.7228	-2.4045	-1.6412	7.7908	-10.0066	5.4741	-0.6053	5.0009	7.5852	1.2587	-0.435	-2.2062
0.8156	0.0725	-0.6875	-1.1621	7.7602	-9.3656	4.8041	-1.2058	4.7387	7.4689	-0.0091	0.5198	-3.1418
0.775	0.8125	0.5975	0.8471	-0.7595	4.3768	-1.0484	-3.1242	-0.0335	-1.9099	-4.3262	2.6072	-4.0178
-0.8176	0.1157	0.3823	0.6603	-4.2732	-6.9515	-1.5866	-10.2344	4.7367	4.5669	5.1067	3.3078	-4.7926
-0.5971	1.0778	1.1218	0.5259	-3.7691	-6.4872	-1.7846	-10.5047	4.3544	4.6849	4.1619	3.915	-5.4052
-1.1802	-0.3582	-0.2458	0.335	2.776	1.7636	1.6825	0.2668	-1.3533	-1.5357	-2.2234	-1.349	0.3513
0.4528	-0.3643	-0.451	0.3104	4.6274	3.6979	6.0413	-0.1771	0.3812	1.1806	-10.0042	-0.5246	0.2932
0.4058	-0.3988	-0.3576	0.2793	4.3172	3.6911	6.0773	-0.0997	0.5442	1.4393	-9.9161	-0.7646	0.4576
0.5001	-0.0938	-0.1616	0.518	4.5168	3.8204	5.8758	-0.2246	0.3479	1.089	-10.1088	-0.0907	0.2296
0.8304	-0.6412	-0.4274	-0.0786	1.0545	0.5473	0.3566	1.9172	0.505	1.033	-1.506	-0.6252	-2.0747
0.4696	0.0775	-0.2342	0.5253	5.2276	3.6547	5.7899	-0.7365	0.0523	0.7671	-10.5586	0.1543	-0.5359
-0.5942	0.0881	0.4911	0.1424	-3.5485	-2.4456	-0.6388	-2.6999	2.9777	0.4842	0.2534	-0.2959	-1.1433
-0.0937	0.0079	0.1118	-0.9802	-2.6862	-2.8433	-0.266	-2.4564	2.8746	1.3644	0.1441	-0.8578	-1.275
-0.1315	0.2156	0.3333	-0.7243	-2.6996	-2.6394	-0.3641	-2.6196	2.806	1.0869	-0.0534	-0.4356	-1.3417
-0.0417	-0.9254	-0.8258	-1.2202	-2.5981	-3.1763	-0.0494	-2.318	2.9159	1.128	0.752	-1.299	-0.9622
-0.0459	0.0595	0.2277	-0.8168	-3.0198	-2.7397	-0.4376	-2.393	2.9007	1.2737	0.2806	-0.6386	-1.1561
-6.8396	0.8415	-3.2489	3.2651	10.0253	-18.5673	-7.7884	-16.06	-8.4263	-19.0061	10.3772	9.676	-9.3512
0.5001	0.2454	0.2721	0.4031	1.9149	2.8391	1.5809	1.1136	-0.6386	0.1846	-2.0611	0.0125	0.748
0.4995	0.3396	0.3688	0.8068	1.7393	3.0105	1.4342	0.9392	-0.7954	-0.3216	-2.0856	0.5787	0.801
1.4898	0.7652	0.5601	0.8955	-1.0494	4.7229	-1.0023	-2.8382	-0.0351	-1.6101	-3.9575	3.5264	-3.5153
-0.8493	-0.7207	-0.8102	-0.6086	-0.0797	0.4241	-1.0449	1.422	-0.9196	-0.3297	1.4964	-3.1516	0.3657
-0.6582	-1.4167	-1.3012	-0.7503	-5.5163	-3.0071	-3.8332	-0.6283	0.0536	0.4376	7.0752	-2.6099	0.436
1.8338	0.1786	0.2147	-0.1668	1.614	1.2845	0.6053	2.3325	0.2797	1.6973	-2.5416	0.7758	-2.0864
-0.4125	0.1348	0.0064	0.5898	0.7534	-8.5897	-0.1602	1.9488	3.3519	0.2372	3.3665	1.991	0.7414
-1.2828	0.0364	0.3574	1.4382	2.1969	1.9987	1.5226	0.1068	-1.084	-2.0284	-2.1382	0.0175	0.5949
-1.086	-0.2636	-0.1341	-0.5875	-3.5451	0.0467	-1.1686	-6.8795	2.6763	2.4763	-2.1702	-3.321	-5.9844
-0.807	-0.8501	-0.6019	-0.7055	-3.9611	0.1104	-1.0104	-6.446	2.7937	2.6963	-1.572	-3.4739	-5.3179
-0.6245	-0.8274	-0.8569	-0.7593	-3.1496	-0.0185	-0.9206	-6.8155	2.4851	2.3759	-1.8405	-2.9204	-5.7231
-0.7142	-0.0553	0.0599	-0.5668	-3.6273	0.4177	-1.0969	-6.751	2.6394	2.7687	-2.3497	-2.8085	-5.7704
-0.8341	-0.3503	-0.2367	-0.301	-3.5287	0.2808	-1.1274	-6.929	2.5801	2.2883	-2.2187	-2.6487	-5.8687
0.6849	-1.1915	-1.6841	0.1226	-27.2395	-3.3997	-10.0426	-13.044	3.087	1.3648	11.5467	2.3674	5.513
-0.789	0.3464	0.3334	0.8458	-1.9	1.2183	4.3017	-7.4282	1.2612	2.8465	-6.9149	0.494	1.0741
-1.6836	-0.1666	-0.0368	-0.7797	2.4962	0.9043	1.4023	0.5783	-0.9015	-0.6215	-1.947	-3.4989	0.0245
0.0817	-0.6428	-0.826	0.3251	5.605	-1.0226	3.5312	0.3026	1.2102	-0.2534	-4.4825	0.1043	-2.243
-0.0995	0.5298	0.4654	0.3643	5.1727	-0.7293	3.0921	0.3663	1.409	0.27	-5.1054	0.1426	-2.6851
-0.0628	2.1245	1.9713	4.1475	26.6574	26.0113	18.8834	-1.7462	-14.2926	-6.8518	-30.0399	6.7435	4.3338
-0.8062	0.6102	0.8643	0.4938	-2.4278	4.9258	-0.1299	-1.1441	-1.9123	-2.9747	-3.0844	-0.2673	2.3222
-0.168	-0.4661	-0.4225	0.09	-1.7846	4.633	0.3216	-0.8699	-2.1113	-3.067	-2.4429	-0.002	2.7173
-0.2387	0.0265	0.1087	0.2015	-2.0935	5.0001	0.0851	-0.9055	-2.2057	-3.0693	-2.7644	0.0336	2.6565
0.727	0.6966	0.4306	1.4377	5.0322	4.6252	5.6857	-0.8801	-0.2602	0.3195	-11.1232	1.8806	-0.4099
-1.3346	0.9995	1.0856	-3.3054	1.4722	-5.3817	-3.3061	9.3374	2.1184	-2.1486	2.932	-6.2139	0.2569
0.6064	-0.277	-0.3257	-0.2396	-2.3336	-2.2156	-0.0909	-2.6227	2.299	0.503	0.0834	1.1178	-1.0252
-0.2578	0.1487	0.2821	1.2166	-1.9084	5.3342	0.2428	-1.1931	-2.3037	-3.7962	-3.1038	1.4061	2.6657
-0.5439	-0.8317	-0.0886	-0.0201	-6.471	15.1678	5.3101	-8.9625	-3.9897	-0.9352	-6.9757	-0.4448	8.1079
-0.5655	-1.3656	-0.5473	-0.1011	-6.5652	14.8134	5.5003	-8.8575	-3.7558	-0.8586	-6.5987	-0.769	8.323
-0.145	0.8547	0.8558	-0.5897	-4.8635	8.669	3.3727	-4.8316	-3.5809	0.1317	-3.5587	1.3462	9.1392
-0.6766	0.4533	0.66	-1.0516	-5.2586	8.031	3.3827	-4.4762	-3.1646	0.5499	-3.122	-0.2757	9.2215
-0.4407	0.9827	1.2518	-0.369	-5.5667	8.6984	3.2723	-4.5164	-3.2664	0.2911	-3.4304	0.937	9.4843
0.0062	-0.2475	0.3113	-0.7784	-9.5107	-3.136	-10.6962	6.5333	-1.9982	-0.7128	14.6185	-1.8621	2.6431
0.0345	0.0837	0.6042	-0.6661	-9.3	-3.0273	-10.7069	6.4407	-2.0605	-0.7997	14.1501	-1.5269	2.4208
-1.5308	-0.0281	0.1746	2.2842	7.5601	27.7818	1.3891	8.6948	-11.0882	-11.6265	-20.3426	-8.2684	-3.8005
0.4606	1.4511	1.5943	1.3377	-19.2386	-9.6599	-15.6143	-2.2156	8.3582	1.8994	7.9833	-2.1475	-9.9606
-0.0592	1.1595	1.4436	0.6535	-2.7402	5.8317	-0.1306	-0.4969	-1.9932	-2.6205	-3.3089	0.8509	2.8385
0.033	1.6066	1.6735	0.2423	-1.4968	4.0843	-1.8331	-0.2118	-1.5308	-0.6442	-2.1164	-0.1239	-1.2931
0.2177	2.6381	2.5004	0.4561	-1.0367	4.4603	-2.2007	-0.6835	-1.9009	-0.8528	-2.9748	1.0099	-2.0005
-0.4972	-1.2809	-1.4588	-0.8308	-4.5916	-2.854	-3.7515	-0.9754	-0.3594	-0.0607	6.5117	-2.167	0.0012
-0.9166	0.5585	0.4309	0.2847	-3.0015	0.8904	-1.4403	-7.6583	2.0824	1.5529	-3.0001	-1.247	-6.4353
0.9265	0.4359	0.6515	-0.1893	0.9186	0.9257	0.1621	2.0132	0.5894	1.69	-2.3889	-0.4425	-2.421
0.7592	-0.695	-0.4856	-0.2487	1.32	0.2089	0.5096	2.1217	0.5762	1.3537	-1.4297	-1.0235	-1.9632
2.0587	1.0919	0.8917	-0.9673	1.8998	1.3534	0.2789	2.2182	0.1412	2.4277	-3.1335	0.5118	-2.7857
-0.365	0.3446	0.4603	0.0397	-1.2474	3.2835	-1.5065	-0.1608	-1.3856	-1.1285	-1.2481	-1.2135	-1.0131
4.074	-0.671	-1.3962	0.9534	-5.6265	16.7022	-0.018	-9.8741	-7.7727	-0.989	-6.3041	9.2474	1.8739
-0.7818	-0.7111	-0.8379	-0.2554	0.0153	0.7177	-1.0416	1.3284	-1.0299	-0.7831	1.3866	-2.4888	0.5773
-0.9509	0.3832	0.516	0.2295	-0.8979	1.3097	-1.4092	1.404	-0.8193	-0.5331	0.9117	-2.1058	0.5182
-1.4629	1.5276	1.8026	0.7023	-1.4141	1.5496	-1.8731	1.108	-0.6382	-0.4884	0.2271	-1.9496	0.0537
-0.6441	0.98	0.8866	0.2732	-0.4666	1.7306	-1.4855	1.0478	-1.1414	-0.5232	0.2325	-1.2359	0.2055
0.7209	-1.0804	-1.0078	-0.7203	1.5945	-0.0687	0.5601	2.0968	0.6261	1.2716	-1.288	-1.607	-2.1143
0.406	-2.1081	-2.0903	-0.4619	1.9097	-0.6652	0.6879	1.6874	0.5067	0.3362	-0.747	-1.7256	-2.2229
1.1106	-0.8666	-0.8889	-0.5823	1.7562	0.197	0.5862	2.0364	0.4158	1.1821	-1.5811	-0.7173	-2.1929
1.4359	-0.4147	-0.3145	-0.4146	1.4297	0.9106	0.6692	2.2732	0.4521	1.547	-2.0693	-0.2316	-1.9257
1.543	-1.7333	-1.6585	-0.8271	1.5512	0.1608	1.0074	2.6492	0.633	1.5376	-0.9308	-0.9852	-1.3987
0.9829	-0.0499	0.0387	-0.6041	1.3542	0.6757	0.3182	2.1321	0.5446	1.676	-2.1424	-0.9847	-2.4398
0.4602	-0.7948	-1.5152	0.2725	-4.7116	-21.065	-9.1286	11.9123	10.839	-0.968	16.656	-4.1542	-1.583
-0.5972	0.1248	0.3767	2.0731	-0.2845	-8.0272	-0.1655	1.7473	3.5822	-0.576	3.6233	3.506	1.5874
-0.5497	0.3902	0.4652	2.6459	0.4118	-7.6599	-0.1653	1.2721	3.1233	-1.4412	3.0727	4.7224	1.1969
-0.5883	-0.247	-0.1059	2.0023	0.28	-8.227	-0.0373	1.708	3.3751	-0.8841	3.6378	3.4882	1.3659
-0.5789	-0.5546	-0.5078	0.2902	-1.0962	-1.3889	1.2884	-3.6144	1.8707	-1.9986	0.5992	2.4778	2.4351
1.3135	0.9179	0.4989	-0.129	0.1598	4.864	-4.1995	3.8157	-3.4447	-3.6016	-2.2774	-0.9719	-3.2755
1.8251	0.7164	0.1521	-1.098	0.3987	4.6008	-4.0638	4.3104	-3.377	-2.7578	-2.1223	-1.6419	-3.2315
-1.4123	-2.0634	-1.9079	-0.5289	0.8884	4.7197	-1.7443	2.2512	-1.5468	8.5392	-6.7774	-10.4627	-8.952
1.5708	-0.2343	-0.9814	-0.3413	0.692	3.4619	-0.6847	-3.0809	-0.3796	-1.7412	-3.5921	2.3824	-4.2791
1.6377	0.1434	-0.6807	-0.5916	0.715	3.5551	-0.8992	-3.1604	-0.4851	-1.4847	-3.8911	2.2696	-4.5746
0.382	0.9045	0.7797	-0.0023	-2.9278	9.0434	-0.5904	0.0936	-4.4246	-5.0952	-2.6144	1.369	5.286
-0.4929	0.9977	1.0107	0.0712	-3.1296	8.4708	-0.8235	-0.1788	-4.1027	-5.2257	-2.5022	0.3502	4.9685
-0.0529	-0.4356	-0.1928	-0.1208	-3.2517	-2.6213	-0.347	-2.6196	2.8158	0.6684	0.6076	0.1189	-0.8492
1.1695	-0.0531	-0.0752	2.1277	-1.1369	4.6942	-0.7472	-3.194	-0.0417	-3.0527	-3.5424	4.4947	-3.0977
-0.6979	-0.0008	0.1113	-0.1561	-1.5772	2.779	-1.7178	-0.3875	-1.3345	-1.3467	-0.9808	-1.9107	-1.1244
-4.3329	-2.8842	-2.9969	-2.1295	6.1213	18.9424	4.4639	4.5947	-7.9904	-4.1855	-23.5085	-16.7176	-2.2118
0.1472	0.2728	0.1752	0.2573	5.4875	-0.8375	3.3529	0.4813	1.3067	0.3998	-4.8369	0.1975	-2.4944
-0.7689	-0.3089	-0.2806	0.2338	5.4179	-1.7432	3.2877	0.2697	1.5608	0.0053	-4.3161	-1.2064	-2.6461
0.0406	0.1556	0.0721	0.4934	5.4577	-0.8541	3.4169	0.4232	1.2607	0.0452	-4.8182	0.4362	-2.3913
-0.1734	-0.0959	-0.1989	0.163	5.6046	-1.2133	3.4072	0.3495	1.3405	0.126	-4.7056	-0.3998	-2.6654
-0.4894	0.9024	0.9624	0.5677	5.0513	-0.9043	3.0257	0.2907	1.5111	0.2865	-5.1643	-0.1566	-2.8453
-0.2139	0.717	0.5229	0.3714	5.6649	-1.0163	2.99	0.0997	1.1323	-0.0642	-5.2416	0.2401	-3.1751
-0.0602	0.7948	0.6864	0.3854	5.4869	-0.7264	3.2445	0.1966	1.2863	0.3819	-5.4793	0.3267	-2.8822
-0.3719	-0.2909	-0.1672	0.1536	4.989	-1.4199	3.4103	0.7033	1.6725	0.4603	-4.3571	-1.0452	-2.2917
-1.051	-0.0036	0.0368	0.298	5.326	-1.6587	3.1253	0.0623	1.5773	-0.1741	-4.514	-1.2785	-2.9497
-1.1546	0.9843	1.0113	0.1048	2.4601	2.0824	1.0317	0.053	-1.4071	-1.0335	-2.9456	-1.0596	-0.2682
