"Trait1"	"Trait2"	"Trait3"	"Trait4"	"Trait5"	"Trait6"	"Trait7"	"Trait8"	"Trait9"	"Trait10"	"Trait11"	"Trait12"	"Trait13"
0.0972	0.0996	0.2673	0.4324	3.527	2.2361	2.7355	3.3579	3.2415	3.3225	3.8599	3.9209	3.6898
0.0918	0.0929	0.0941	0.463	3.5621	2.5134	2.802	3.2244	3.1661	3.3391	3.839	3.8443	3.4671
0.0965	0.0883	0.0839	0.4359	3.4414	2.5742	2.6488	3.0602	3.1083	3.3143	3.875	3.7528	3.3837
0.4866	0.0905	0.0872	0.1005	3.4992	2.497	2.7686	3.2442	3.2345	3.3656	3.8933	3.835	3.4626
0.5408	0.0903	0.0897	0.428	3.5376	2.4399	2.7781	3.1543	3.1077	3.4423	3.7801	3.7063	3.364
0.1005	0.0947	0.2522	0.4657	3.6288	2.4744	2.7616	3.0492	3.0284	3.4372	3.702	3.8191	3.5424
0.5575	0.0981	0.271	0.0984	3.6189	2.477	2.7366	3.1718	3.0927	3.4484	3.7093	3.709	3.652
0.0931	0.2572	0.0974	0.4427	3.531	2.2604	2.6541	3.1432	3.1322	3.3638	3.8506	3.7615	3.4696
0.0971	0.0958	0.2826	0.0951	3.5738	2.4705	2.3893	3.572	1.3576	2.0239	3.1874	1.5132	3.4806
0.0957	0.0956	0.2893	0.0954	5.1446	7.1723	2.8012	3.1396	3.9533	3.3927	2.6859	2.9394	5.6339
0.5909	0.0944	0.0883	0.0919	3.032	2.7666	1.8491	1.7146	2.1974	1.1999	3.1364	1.2114	1.9706
0.0939	0.2731	0.0957	0.0986	1.6742	1.6061	1.562	1.42	1.4018	1.2513	2.9445	1.2532	1.3934
0.5085	0.261	0.0985	0.4862	1.5324	1.6402	1.4783	1.5958	1.3262	1.2584	3.0697	1.4184	1.4497
0.573	0.0941	0.099	0.5369	2.5837	1.9015	1.5373	1.6477	1.2374	2.3014	2.0927	1.7403	2.0729
0.0967	0.0957	0.0945	1.8828	8.3479	8.0602	8.8781	6.4101	9.1645	9.1538	21.8752	7.8485	8.3743
0.1	0.097	0.3017	0.0923	2.6282	3.8386	1.6992	1.3967	2.7699	1.437	3.2813	1.5173	3.5293
0.1014	0.0904	0.3055	0.0988	2.6122	3.5674	1.6217	1.4898	2.7802	1.3781	3.4146	1.4025	3.7305
0.0946	0.2748	0.0947	0.5132	2.3011	2.6131	1.4761	1.5078	2.1655	1.7214	3.2492	1.4808	2.2672
0.6029	0.1025	0.2517	0.0967	1.7804	2.6214	1.7263	1.0211	1.5775	1.5234	1.856	1.5133	2.3267
0.6038	0.2577	0.0953	0.0929	1.7516	2.7192	1.692	1.0559	1.6492	1.5586	1.8765	1.5106	2.3034
0.1004	0.0947	0.2833	0.5023	2.8624	2.1489	4.3042	1.6725	1.5678	1.7983	6.7372	2.7291	1.8501
0.5805	0.0883	0.0892	0.0989	1.7064	1.8228	1.656	1.4913	1.2096	1.3186	2.8166	1.6301	1.3211
0.0981	0.0997	0.2482	0.0968	1.732	1.7154	1.3929	1.4061	1.1745	1.2593	2.7222	1.3408	1.3623
0.1	0.0901	0.0908	0.4691	1.8254	1.5873	1.9965	1.4512	1.1114	1.174	3.0346	1.5805	1.2646
0.4978	0.088	0.0921	0.4537	1.8342	1.5407	1.7966	1.5627	1.0415	1.0951	3.0814	1.4846	1.3596
0.0963	0.2345	0.0988	0.0915	1.9165	1.5359	1.813	1.6707	1.1831	1.0596	3.084	1.1539	1.3261
0.0984	0.2975	0.0938	0.098	2.0961	2.6446	1.9372	1.8183	2.1645	1.1994	1.9837	2.3359	1.9644
0.0965	0.317	0.0946	0.1017	4.856	5.7935	2.9019	2.4036	4.6359	3.7241	2.8667	3.3758	3.4908
2.1539	0.094	0.1016	0.0966	9.4976	10.312	4.8043	6.5321	5.4654	4.8509	7.2066	5.266	12.0418
0.0984	1.3262	0.0974	0.0921	7.5639	8.6001	4.7453	6.2965	6.2911	7.8094	5.9168	10.1884	11.5529
0.5333	0.1054	0.2862	0.4753	5.5615	4.3131	3.0075	9.3221	4.946	4.0242	4.219	8.2073	3.125
0.0936	0.5011	0.5055	0.0967	5.5417	4.225	2.8779	9.4844	4.9208	4.0935	4.1708	8.082	3.1945
0.0938	0.2644	0.0936	0.0971	5.5289	4.5278	2.8764	9.3965	5.2011	3.9649	4.1563	7.9846	3.119
0.5011	0.2772	0.093	0.4441	5.69	4.4488	3.0558	9.4116	5.0992	4.0189	4.2549	8.2396	3.158
0.0956	0.096	0.2957	0.0953	5.522	4.4612	3.0113	9.3339	5.1286	3.9413	4.1541	8.0757	3.1593
0.6349	0.3103	0.091	0.1003	1.7097	2.3292	1.4614	1.2193	1.6537	1.5623	1.9102	1.8911	2.2235
0.098	0.0875	0.0898	0.5599	1.7243	2.9138	1.3263	1.7161	2.1596	1.287	1.8718	1.7591	1.7329
0.1015	0.0925	0.0975	2.1594	7.2395	9.9379	9.7414	8.5771	5.0534	4.8347	19.4722	4.6201	8.4003
0.0944	0.2848	0.0961	0.509	1.6774	2.6436	1.1708	1.6651	1.9565	1.3654	1.9767	1.5164	1.7262
0.6261	0.0977	0.0924	0.5265	7.6678	4.0525	5.558	4.2618	2.0167	4.4914	4.5356	2.3284	6.0539
0.0946	0.2548	0.0986	0.1009	3.6961	5.7781	3.4036	1.6781	3.4299	2.1011	3.6285	2.0386	1.9933
0.0993	0.0872	0.0922	0.4393	3.6676	5.5952	3.3276	1.6788	3.4382	2.2085	3.7689	2.3518	2.0602
0.098	0.2655	0.0998	0.0958	3.8529	5.5348	3.4224	1.5935	3.4856	2.1167	3.6975	2.7559	2.4096
0.0963	0.2564	0.1015	0.0948	3.8462	6.057	3.6846	1.8096	3.2339	2.1293	3.608	1.8344	2.0618
0.5311	0.0924	0.0882	0.0941	3.8092	5.9528	3.7323	1.5873	3.3861	2.1955	3.4491	1.8931	2.0826
0.0968	0.5292	0.5307	0.0938	3.5683	5.9275	3.5072	1.6746	3.3578	2.334	3.7014	2.0192	1.9353
0.0973	0.0965	0.2597	0.095	3.7332	6.1671	3.8949	1.7259	3.1396	2.2754	3.684	1.6679	1.9328
0.0951	0.5345	0.5288	0.4468	3.5717	5.4733	3.2694	1.6465	3.4786	2.3073	3.8379	2.3655	1.9886
0.1017	0.5043	0.4775	0.0957	3.805	5.3285	3.2791	1.6159	3.5755	2.1642	3.6375	2.4837	2.212
0.4973	0.0901	0.0933	0.0939	3.7625	5.9147	3.3554	2.0354	3.3099	2.0415	3.8364	2.751	2.4602
0.0974	0.0935	0.0916	0.5044	3.4597	1.9529	3.6497	1.9818	2.3958	2.5437	5.3823	1.7535	3.3805
0.0941	0.2797	0.0962	0.0997	1.8828	2.2796	1.603	1.1389	1.7619	1.5739	2.0144	1.2962	2.2477
0.0986	0.2824	0.0916	0.0992	1.9644	2.5793	1.9265	1.0711	1.5153	1.5137	1.7758	1.3226	2.3363
0.0926	0.2708	0.0982	0.4389	1.8679	2.4462	1.886	1.0944	1.6256	1.6147	1.7785	1.4106	2.3124
0.1002	0.2353	0.0941	0.096	2.9253	3.1077	1.6225	2.2947	1.9728	1.2714	2.8589	1.1633	1.9182
0.0995	0.0884	0.0872	0.4292	2.8052	2.6828	1.7927	1.9498	2.1445	1.3827	2.7751	1.1833	2.0962
0.1032	0.0938	0.2484	0.0956	2.7366	2.9238	1.5554	2.1308	2.0033	1.2338	2.7986	0.9626	2.0214
0.5955	0.0928	0.0893	0.5079	1.8863	2.6072	1.6551	1.0565	1.4911	1.4924	1.6756	1.6976	1.8901
0.0928	0.0982	0.2609	0.0975	2.9136	1.5942	3.6857	2.2032	1.4492	1.7502	7.4243	1.9759	2.6655
0.0976	0.2539	0.0934	0.0997	2.7339	1.6636	3.6915	1.8114	1.4429	1.7192	7.1095	2.2363	2.3678
0.0993	0.0917	0.2684	0.4297	2.759	1.5842	3.8736	1.9219	1.4302	1.7522	7.0565	2.4071	2.2036
0.0963	0.2687	0.1005	0.0926	2.9855	1.5043	4.2292	2.0421	1.4623	1.7761	7.2621	2.5289	2.1735
0.0865	0.5239	0.4903	0.0993	2.883	1.5844	3.8057	2.0951	1.4068	1.6825	7.1425	2.2719	2.5355
0.6518	0.0895	0.0974	0.0976	7.3943	4.0404	5.4751	4.0404	1.976	4.212	4.5994	2.1887	6.2185
0.0964	0.2949	0.1047	0.5234	1.8627	2.5474	1.7982	1.2101	1.6861	1.6887	1.7441	1.5017	2.4842
0.1053	0.0983	0.2853	0.519	1.9342	3.043	1.4276	2.0236	1.9341	1.2162	1.9142	1.7261	1.9778
0.1037	0.0913	0.0871	0.5515	1.8969	2.4054	1.6635	0.9931	1.6799	1.5193	1.8826	1.7176	2.0884
0.0986	0.2955	0.1012	0.5003	2.8485	3.2915	2.7459	3.8744	2.0781	2.5386	6.5806	2.9855	3.224
0.0928	0.3082	0.1001	0.0955	2.8041	3.4324	2.8986	3.9069	2.0422	2.4325	6.6715	2.5869	3.0306
0.0985	0.2745	0.0983	0.092	3.0468	4.2549	2.4348	1.4747	1.7549	1.5516	2.3516	1.7718	2.1911
0.102	0.0985	1.2335	0.0955	9.4841	8.4981	9.0433	7.1089	5.5284	9.9783	12.9654	7.0354	5.2691
0.5949	0.0946	0.0991	0.0912	2.6243	1.9204	1.5457	1.399	1.252	2.2342	2.084	1.7223	1.9964
1.8364	0.379	0.0979	0.5459	14.765	16.3423	4.1123	4.1574	8.1985	5.6165	18.2463	12.4114	5.2124
0.0994	0.5888	0.5708	0.0905	1.8278	3.2271	1.6044	1.1867	1.2171	1.3626	2.0703	1.4705	2.203
0.5094	0.0905	0.101	0.517	1.6757	1.6576	1.667	1.4973	1.1086	1.1198	3.1947	1.451	1.4357
0.0963	0.2611	0.0975	0.5532	1.7951	1.5482	1.6603	1.6062	1.2458	1.1885	3.2336	1.5284	1.4082
0.6384	0.0935	0.0937	0.0952	3.3088	2.142	3.3922	1.9047	2.5616	2.5791	5.0665	1.6762	3.4483
0.0983	0.097	0.2659	0.4409	2.7318	2.2305	4.5164	1.7822	1.4996	1.9376	6.1848	3.1053	1.8046
0.6015	0.0938	0.09	0.0967	2.6352	2.2805	4.3246	1.7128	1.5167	1.7962	6.3059	2.7622	1.7379
0.0985	0.1002	0.3339	0.0992	2.9738	4.4417	3.0296	4.7362	3.2975	5.31	4.5504	4.6635	3.5735
0.0995	0.2877	0.0984	0.094	1.8823	2.292	1.1342	1.3243	2.4098	1.6798	2.215	1.2744	1.6623
0.5464	0.4794	0.4926	0.0976	3.2929	5.6072	2.8971	1.9462	3.6763	2.4408	4.0399	2.5924	2.5985
0.0994	0.0899	0.0904	0.4338	3.3796	5.7111	2.976	2.0751	3.6007	2.5046	3.8996	2.551	2.746
0.6207	0.2948	0.1016	0.1002	3.2397	2.6969	1.9702	1.8258	2.3235	1.3719	3.2325	1.3476	2.3061
0.094	0.5704	0.5176	0.0962	4.8863	6.8483	3.6948	2.6362	4.0739	3.8339	2.8428	2.3543	4.5349
0.5351	0.341	0.0934	0.097	4.8206	6.7171	3.72	2.6035	4.0839	3.8866	2.9067	2.4026	4.4341
0.519	0.3357	0.097	0.0969	4.9213	6.7069	3.7009	2.6076	4.1402	3.814	2.9692	2.3875	4.4843
0.0974	0.0943	0.0991	0.4491	4.668	8.8538	3.2145	1.9624	5.0545	3.0383	5.0109	2.9205	3.861
0.0923	0.1047	0.2633	0.0977	4.6375	8.9951	3.0864	2.1869	5.1607	2.8975	4.8394	3.1057	4.4177
0.5516	0.0963	0.2871	0.0952	4.4123	9.1331	3.0939	2.1692	5.2067	2.8529	4.8511	3.6614	5.0906
0.0986	0.0937	0.0873	0.5222	3.6708	2.4366	2.3512	3.6506	1.3532	2.1294	3.08	1.765	3.2493
0.0968	0.0988	0.253	0.1006	7.3724	7.088	3.5272	6.2491	3.2085	4.5943	4.8661	6.4989	4.9041
0.5298	0.0931	0.0952	0.0997	7.45	7.0998	3.456	6.4934	3.162	4.4367	4.5069	7.0965	5.5579
0.1001	0.2901	0.0983	0.1007	1.9505	2.3229	1.542	1.5561	2.2254	1.2859	2.2235	1.6303	1.7544
0.5102	0.0935	0.2642	0.0998	2.6233	2.3649	3.9362	1.6351	1.6024	1.7581	6.1639	2.8825	2.0479
0.4997	0.0879	0.0919	0.0895	2.4896	2.4107	3.9394	1.5346	1.6588	1.8225	5.9596	2.8022	1.8018
0.0962	0.0952	0.2485	0.0982	2.5305	2.1688	3.8925	1.5853	1.64	1.8351	6.125	2.5827	2.0492
0.5663	0.0953	0.2788	0.0975	1.9614	1.9016	1.788	1.5521	1.1948	1.2354	3.0103	1.5277	1.3563
0.5903	0.0899	0.0885	0.0993	2.6596	2.1772	4.0263	1.5805	1.5485	1.7878	6.5479	2.5289	2.209
0.0949	0.0913	0.0961	0.5103	2.9662	2.7036	1.9206	1.922	2.053	1.3101	3.2254	1.2352	2.0127
0.0962	0.094	0.2686	0.0978	3.0596	2.6106	1.789	1.7479	2.3902	1.3956	3.3966	1.0559	2.1453
0.4856	0.0834	0.0935	0.415	3.0623	2.7608	1.9305	1.8687	2.2711	1.2382	3.3843	1.3084	2.2185
0.4994	0.0879	0.0904	0.0924	3.0289	2.7849	1.587	1.5925	2.3564	1.4148	3.4527	1.2113	1.7747
0.1007	0.2528	0.0964	0.4162	2.984	2.7435	1.8359	1.7527	2.3391	1.3446	3.4618	1.3008	2.1861
5.6127	0.0955	1.7741	4.3447	9.5569	16.939	4.8815	17.5486	7.8192	9.4548	9.9227	10.4129	7.5757
0.5215	0.56	0.5259	0.0971	2.6319	2.5634	1.9614	1.645	1.6577	2.0365	3.2688	1.3763	2.0294
0.093	0.3034	0.0931	0.0998	2.6592	2.5387	1.8071	1.6043	1.6748	2.1006	3.3561	1.1807	1.998
0.1006	0.0978	0.0907	0.5207	3.6075	2.6597	2.4284	3.563	1.4851	2.0676	3.1035	1.6578	3.2476
0.1021	0.0964	0.0962	0.4994	2.5094	1.8965	1.5845	1.2814	1.3331	2.4318	2.0067	1.5611	1.9444
0.6247	0.0914	0.0929	0.1024	2.466	2.5166	1.5828	1.2252	2.0677	1.4846	2.8438	1.439	2.2008
0.0976	0.1003	0.2917	0.0933	1.9807	2.0021	1.5447	1.5239	1.367	1.2285	3.0175	1.1343	1.4427
0.6371	0.0987	0.3107	0.0973	5.0625	5.506	2.0715	3.4909	3.0366	3.1203	3.4864	3.0968	4.8421
0.0943	0.0905	0.3074	0.0975	2.5148	2.0859	1.6637	1.3911	2.2158	1.4604	2.0793	1.2281	1.8749
0.0996	0.2467	0.0969	0.0981	3.1676	2.18	2.7466	3.1767	1.54	1.9697	3.5681	1.9939	6.9658
0.505	0.0935	0.0964	0.1017	3.2459	2.3473	2.4833	2.9763	1.415	1.6934	3.4297	1.9083	6.4649
0.1022	0.2596	0.0919	0.0915	3.2414	2.2589	2.4618	3.0874	1.4598	1.7403	3.5803	1.8694	6.7048
0.0968	0.272	0.0916	0.0976	3.3723	2.2453	2.9042	3.1361	1.4922	1.8482	3.5631	2.1779	6.909
0.4961	0.0887	0.0917	0.0951	3.2004	2.3393	2.6422	3.2549	1.3629	1.908	3.6921	2.0905	6.8814
0.0996	0.1029	0.9968	0.0992	18.0882	8.4746	10.6362	7.9324	4.7081	3.6172	5.8045	6.2139	5.4211
0.1001	0.3045	0.0981	0.0962	2.9255	3.4825	3.068	3.6176	1.7968	2.5898	6.4796	2.5864	2.8692
0.101	0.0898	0.3114	0.0957	1.9697	2.6842	1.3437	1.7124	2.0975	1.2072	1.8745	1.7536	1.8492
0.5532	0.3161	0.1017	0.0966	2.943	3.6853	2.4095	1.5132	2.8997	1.3977	3.087	2.3463	3.038
0.0906	0.2989	0.0961	0.0975	2.8194	3.7371	1.8929	1.3729	3.048	1.3948	3.1447	1.7193	3.4148
0.0951	0.0942	0.094	2.4738	14.9179	15.9326	10.4614	6.9497	15.0123	7.9417	16.3006	5.2149	3.914
0.1008	0.254	0.0963	0.0975	2.6157	3.5652	1.9772	1.4077	1.9684	1.5812	2.1712	2.0308	2.2866
0.5675	0.2811	0.0984	0.4293	2.4675	3.5528	1.9067	1.4636	1.8507	1.4514	2.0358	2.466	2.2262
0.5509	0.2676	0.0992	0.096	2.6366	3.6495	2.041	1.4984	1.9575	1.5964	2.0349	2.3145	2.2679
0.0909	0.1	0.2897	0.0921	2.7407	2.1016	3.7277	1.6859	1.5515	1.7628	6.7945	2.1118	2.3008
0.0928	0.0938	0.4355	0.0938	11.8128	6.084	8.9338	5.1379	5.4718	3.7745	10.6429	5.7537	3.5658
0.0954	0.0946	0.0938	0.5313	2.536	2.6061	1.7408	1.825	2.1543	1.4041	2.7311	1.2855	1.8903
0.0952	0.2833	0.0966	0.0937	2.3331	3.3848	1.8836	1.6107	2.0625	1.853	2.3756	2.1304	2.1127
0.5293	0.0879	0.0902	0.0949	6.3412	10.5298	4.4034	5.0305	5.0171	5.3937	5.6336	3.2868	3.5112
0.0964	0.0984	0.286	0.5274	6.43	10.4826	4.5697	5.0231	4.9744	5.2949	5.635	3.2566	3.5679
0.0946	0.0908	0.0897	0.4009	4.9604	7.4775	2.7323	3.142	3.9624	3.2269	2.613	3.0075	5.4002
0.099	0.5226	0.538	0.0953	4.9973	7.5964	2.749	3.0348	3.903	3.2049	2.583	2.6507	5.3523
0.489	0.0866	0.0952	0.094	5.064	7.537	2.7405	3.0892	3.886	3.3364	2.7247	2.8122	5.5509
0.0976	0.0992	0.2581	0.0999	8.6281	4.2328	9.7069	3.6887	4.3545	4.4879	9.1301	2.3124	4.9909
0.5218	0.0946	0.0876	0.4728	8.4393	4.2735	9.6625	3.5734	4.243	4.5254	8.9369	2.4618	4.8205
2.6974	0.0995	0.0998	0.098	5.2295	15.1128	7.8652	5.793	7.3447	9.1011	19.4742	12.3618	6.9391
0.0966	0.0952	0.3878	0.5983	14.8338	8.9873	11.5846	5.0996	9.0844	5.1529	6.4368	3.2727	6.5954
0.6195	0.0944	0.0967	0.1003	2.84	4.0025	2.2251	1.601	1.8955	1.6674	2.035	1.9001	1.9681
0.5105	0.0906	0.0949	0.5201	1.953	2.5451	2.23	1.0283	1.4565	1.728	1.84	1.4053	2.2146
0.1036	0.0896	0.2717	0.5372	2.0464	2.4284	2.7651	1.2397	1.5989	1.9355	1.9918	1.531	2.8831
0.5878	0.0882	0.0942	0.5042	2.3098	2.465	1.5753	1.4252	2.0531	1.6094	2.8339	1.7266	1.8694
0.0982	0.0994	0.3305	0.5231	3.512	2.2415	3.1101	3.6692	1.6642	2.1294	3.7935	2.4807	7.3118
0.0986	0.2832	0.1018	0.0945	1.7328	1.8547	1.406	1.4409	1.2848	1.0956	2.9106	1.1342	1.4014
0.6157	0.0924	0.0897	0.0952	1.8384	1.7642	1.8477	1.3805	1.0843	1.1573	2.8774	1.6447	1.2775
0.0968	0.0977	0.3033	0.0966	1.7885	2.1526	1.3058	1.5811	1.4642	1.2775	3.3244	1.1074	1.8049
0.5988	0.0909	0.0869	0.0986	1.6825	2.5318	1.5873	1.0033	1.6106	1.4482	1.9428	1.5189	2.021
2.2432	0.0922	0.0967	0.0942	7.503	16.3068	4.2117	5.3292	9.8896	3.4999	8.2068	7.3969	10.4086
0.497	0.0924	0.0947	0.4563	2.6495	1.9524	1.5355	1.3318	1.3709	2.3706	1.9286	1.476	2.0671
0.4853	0.0899	0.0912	0.1	2.6963	1.9685	1.8667	1.245	1.3327	2.389	2.0255	1.093	1.9061
0.103	0.2477	0.1009	0.4143	2.8437	1.8283	2.2449	1.2416	1.4632	2.5179	2.0567	1.1596	1.6029
0.0981	0.0932	0.0933	0.4299	2.7803	1.8703	2.0596	1.16	1.422	2.6016	1.9065	1.0302	1.569
0.1013	0.2369	0.096	0.0962	1.6926	1.6336	1.7224	1.6146	1.1794	1.27	2.8219	1.6787	1.3806
0.0968	0.2404	0.0921	0.0948	1.9142	1.4631	2.2027	1.568	1.0789	1.1637	3.0957	2.1498	1.6094
0.0929	0.0925	0.096	0.4389	1.7287	1.6004	1.7203	1.4866	1.1785	1.1976	3.0049	1.577	1.3104
0.093	0.2409	0.0918	0.3939	1.7228	1.8012	1.6123	1.5792	1.3141	1.2295	2.9493	1.4639	1.2775
0.1015	0.0999	0.2539	0.4435	2.049	1.6723	1.9944	1.658	1.3652	1.4157	2.8038	1.9278	1.4935
0.5133	0.0873	0.0859	0.0972	1.4119	1.8298	1.5492	1.5132	1.2875	1.1628	2.9149	1.3941	1.3277
0.0983	1.547	0.0964	0.1013	17.2845	11.9678	8.9493	8.1455	12.9538	4.7528	12.4695	6.6096	8.3534
0.0918	0.0964	0.0895	0.4328	4.931	5.7702	2.2626	3.5219	3.0029	2.8958	3.4373	2.9462	5.3097
0.5254	0.0914	0.0872	0.1025	4.7669	6.0082	2.277	3.8599	2.7451	2.4992	2.9628	3.104	5.1139
0.099	0.0981	0.2643	0.0879	4.8268	5.8396	2.3342	3.6268	2.9169	2.8474	3.184	3.0024	5.2869
0.6228	0.0912	0.0875	0.0919	3.453	3.8327	2.3867	2.4522	2.1167	1.6733	6.411	1.5682	2.1467
0.1031	0.0936	0.3012	0.1044	2.3103	3.2719	3.8073	3.491	3.051	4.6023	5.3917	3.8226	5.3738
0.0991	0.0915	0.2971	0.0933	2.3208	3.4856	3.9561	3.8606	2.8599	4.3923	5.3518	4.0385	5.5359
0.0945	1.103	0.099	0.096	5.8188	5.807	5.4821	4.3874	5.922	5.8091	13.9174	6.0283	11.6878
0.5969	0.2601	0.0916	0.0982	3.4813	2.5199	2.231	3.6131	1.4627	2.004	3.2958	1.9194	3.5209
0.5999	0.0923	0.2529	0.1006	3.9271	2.4117	2.4482	3.5652	1.3743	2.0623	3.0394	1.9543	3.7595
0.0956	0.0948	0.0934	0.446	4.6628	6.3603	3.5592	2.4796	3.9399	3.9496	2.8282	2.1244	4.2412
0.0961	0.2801	0.1012	0.0948	4.9099	6.069	3.6404	2.4826	4.0007	3.816	3.0606	2.1668	4.2562
0.5847	0.0926	0.0937	0.5666	2.9842	2.9929	1.8394	1.8466	2.2787	1.3841	3.1621	1.4049	1.9327
0.1029	0.0943	0.2822	0.0979	3.0248	2.1669	1.8725	3.8097	1.4438	2.2935	3.4975	1.6447	3.0581
0.0949	0.0978	0.0912	0.5043	1.6777	2.6768	1.4229	0.8965	1.5545	1.457	1.8907	1.5991	1.895
2.0066	0.0923	0.0965	0.0965	14.7812	16.302	4.004	4.0265	8.1254	5.3504	18.3009	13.1117	5.0886
0.1	0.5117	0.5239	0.0973	2.7562	3.7961	2.0435	1.392	2.8561	1.3037	3.1467	1.782	3.2711
0.0986	0.0957	0.0922	0.4263	2.7946	3.8291	2.1765	1.2856	2.591	1.2688	2.9821	2.1833	3.2906
0.0918	0.2427	0.0918	0.1011	2.8828	3.785	2.0762	1.3004	2.7698	1.2679	3.0095	1.8225	3.0044
0.0956	0.0938	0.0862	0.3954	2.8855	3.7534	2.2346	1.2624	2.7862	1.3671	3.0526	2.0228	3.3232
0.0968	0.0858	0.0909	0.4293	2.6355	3.8378	1.9425	1.266	2.8355	1.346	3.1069	1.6979	3.4913
0.4734	0.0935	0.0939	0.4177	2.7792	3.8901	1.9429	1.2721	2.6506	1.2537	3.2044	1.7557	3.6428
0.1001	0.0946	0.2361	0.0986	2.8265	3.7589	2.012	1.2448	2.7471	1.3336	3.3614	1.5165	3.6258
0.4958	0.085	0.0929	0.0912	2.7879	3.6335	2.2436	1.3266	2.7647	1.3965	3.0766	2.2342	2.9386
0.0965	0.0967	0.2314	0.4451	2.9027	3.9661	2.2087	1.2333	2.6663	1.3897	3.1294	2.1091	3.4149
0.0976	0.0972	0.2742	0.4998	1.8251	2.7025	1.2562	1.1881	2.2401	1.3609	2.0807	1.2582	1.4162
0.0989	0.6455	0.6471	0.5612	1.7897	2.7414	1.3208	1.6911	1.9755	1.3886	2.0356	1.546	1.7945
0.5342	0.0966	0.2735	0.0957	4.2324	7.5358	4.758	7.2564	5.7965	4.9793	4.8697	5.2105	3.7741
0.0977	0.0979	0.2859	0.1002	4.1445	7.6724	4.7745	7.1667	5.8907	4.9793	4.9898	5.1554	3.5694
0.0936	0.0947	0.0894	0.453	4.1608	7.6001	4.7521	7.2063	5.8955	4.9715	5.1479	5.0293	3.6906
0.6008	0.0888	0.0892	0.0926	1.9754	2.8777	1.5126	1.6509	2.0741	1.4841	1.7062	1.8592	1.8613
0.5637	0.0923	0.0926	0.0961	1.5711	2.7933	1.268	1.3774	2.2084	1.2573	2.0916	1.1907	1.3264
0.1022	0.2656	0.0942	0.1008	1.5924	2.7677	1.131	1.5214	2.155	1.2117	2.082	1.3924	1.5636
0.6321	0.0931	0.2973	0.1003	3.5302	2.4349	2.1264	3.6085	1.4001	1.9654	3.5476	1.7677	3.0555
0.0941	0.0958	0.2783	0.0975	6.664	5.352	4.5244	2.2479	3.9442	2.4835	3.6997	1.8134	2.4416
0.6153	0.0941	0.095	0.0988	3.5433	2.5749	2.5886	3.3962	1.3521	1.9575	2.9597	1.6716	3.5196
0.5104	0.0955	0.0924	0.441	3.8837	3.7603	2.899	2.397	2.1599	1.7762	6.7593	1.7261	2.1946
0.0957	0.2429	0.0925	0.0995	3.7526	3.8683	2.3876	2.3555	2.0432	1.7536	6.5728	1.4762	1.9199
0.5218	0.0845	0.0896	0.0956	3.9857	3.6814	2.8202	2.2591	2.186	1.7596	6.561	1.6266	2.1452
0.0989	0.0957	0.0882	0.4747	4.1554	3.8732	2.9404	2.4003	2.1703	1.8538	6.6998	1.5906	2.1144
0.5305	0.0921	0.0926	0.0901	4.1189	3.5735	2.9129	2.0679	2.4698	1.8486	6.9925	1.4255	2.275
0.0967	0.2472	0.1002	0.0941	4.2016	3.4696	3.3897	2.2769	2.1556	1.6402	6.6795	1.8378	2.5973
0.0968	0.0929	0.2437	0.4543	4.0557	3.4704	2.9422	2.2156	2.4192	1.8393	6.6501	1.6715	2.3045
0.0931	0.1004	0.2576	0.0945	2.1491	2.9517	1.3391	1.5092	1.8211	1.5689	2.9523	1.1818	2.4236
0.5142	0.2649	0.0944	0.484	1.9693	2.7087	1.3315	1.4917	1.9099	1.7068	2.7937	1.5156	2.5533
0.6937	0.0949	0.0881	0.0922	4.4798	3.4473	2.6451	2.4447	2.2353	3.2065	7.1709	2.3922	6.0646
0.5153	0.0961	0.0934	0.0899	2.1887	3.6653	3.747	3.9809	2.7374	4.2185	5.1925	4.4404	5.0816
0.0944	0.0952	0.238	0.0942	2.2187	3.6608	3.9034	3.9143	2.6527	4.2209	5.4967	4.0436	5.3185
0.6246	0.0957	0.3033	0.0944	7.2615	4.3328	4.2413	3.3339	1.8476	2.2328	2.7511	3.1905	3.5233
0.0961	0.0972	0.2705	0.0951	2.9517	3.0549	1.9989	2.5727	1.9152	1.274	2.9306	1.117	2.5333
0.5145	0.0949	0.2831	0.5008	2.7623	3.0608	1.6406	2.4577	1.8856	1.3396	2.7772	1.3405	2.3734
0.0944	0.0964	0.0952	0.5363	14.6349	11.4755	10.2845	3.7222	6.0289	9.0887	6.9008	6.6453	4.5973
0.5978	0.0914	0.0958	0.0918	4.8521	6.748	3.0031	2.825	3.9642	3.2951	3.0326	2.9558	4.3939
0.0982	0.2877	0.1016	0.0929	2.621	3.9459	1.8485	1.5477	1.872	1.7044	2.3367	1.9786	1.9891
0.1021	0.3113	0.0992	0.0896	2.8378	2.1609	1.7826	1.3674	1.8041	1.536	2.6096	2.2589	1.8787
3.1049	1.7594	0.0955	0.1016	10.9727	30.8994	4.7738	4.7014	25.8792	14.1332	17.9343	6.0891	9.697
0.6735	0.0933	0.0957	0.5533	3.1579	2.0021	3.6975	2.0364	2.3846	2.4825	5.1201	1.9279	3.647
0.1049	0.0908	0.0937	0.4864	2.6371	3.4125	1.8714	1.4233	2.0113	1.6833	2.1673	2.4381	2.2184
