"canopy_height_m"	"ldmc_geo_mgg"	"leaf_mass_mg"	"leaf_size_mm2"	"seed_mass_mg"
-1.0017	0.04	-2.2329	-2.0502	0.2876
0.3337	-1.3123	0.6186	0.7255	-0.0981
-0.3613	-0.9197	-0.5932	-0.4363	-0.2282
0.1879	-0.6711	0.3265	0.2451	0
-0.1463	0.5393	-0.3892	-0.8718	-0.4542
-0.3343	-0.2994	0.2146	0.0122	-0.021
-0.0098	-0.731	0.3698	0.6021	0.0496
-0.0173	-1.3663	1.0563	1.2533	0.4276
0.0652	-0.5213	0.903	1.0306	-0.6079
0.6169	-0.4677	0.7296	0.9968	0.7609
0.7489	-0.2057	0.346	1.2814	0.9218
0.2373	0.5321	0.6153	0.4829	-0.229
0.7634	-0.7588	1.3228	1.3831	-0.1032
0.4558	-1.0628	0.8507	0.9646	-0.595
0.5361	-1.1651	1.1325	1.3191	-0.5217
1.5142	-0.6042	1.5863	1.4426	1.411
-0.63	-0.6395	-1.0228	-1.0743	-0.5052
-1.2308	-1.4033	-2.0307	-2.0417	-1.0979
-1.2227	-1.0956	-2.2338	-2.2612	-1.6291
-0.5749	-0.2055	-0.9031	-0.7687	-0.1398
-0.1684	0.3332	-0.2545	-0.1278	0.2462
-0.7978	-2.0736	-0.7995	-0.4676	-0.4371
-0.7375	-2.0864	-0.9822	-0.4544	-0.4077
-0.8329	-0.4637	-1.4581	-1.7967	-0.0948
0.3556	-0.9677	1.0614	1.2337	0.8463
0.066	-1.2456	0.3844	0.7359	0.8847
2.5592	1.4932	2.0478	0.4986	0.817
0.5129	0.2091	0.8654	0.891	-0.6835
-0.2432	-0.0646	0.5921	0.8335	-1.0513
0.7032	0.2553	1.1906	1.1966	-0.5598
-0.9392	1.314	-0.7703	-1.044	0.0872
-0.8577	0.9326	-1.4555	-1.6292	-0.1145
-0.419	1.2057	-0.5983	-0.8148	-0.017
-0.4021	1.8668	0.3768	-0.0341	-0.0541
0.5261	0.2685	2.0593	2.0904	0.6314
0.4149	0.7316	1.7392	1.8829	0.4485
4.049	0.7236	0.7236	0.982	1.3605
0.5762	0.4765	1.0348	1.1961	0.5478
0.3258	0.1594	-0.0527	0.1587	0.4395
0.3807	0.7205	0.6287	0.768	0.2903
-0.0744	1.5357	-1.178	-1.3767	-0.2419
0.0896	0.1759	-0.6285	-0.5878	0.7162
0.3584	-0.23	0.1632	0.2232	1.045
-0.0846	0.0309	0.3433	0.2379	1.1281
-0.9126	1.2276	-0.6472	-0.6597	-0.5048
-0.2862	0.6567	-1.0023	-0.8662	-0.5166
-0.7567	0.2072	-1.201	-1.0269	-0.3401
-0.672	0.4788	-0.9927	-0.8578	0.3591
-0.1711	0.6768	0.2373	0.3152	0.0367
-0.2079	0.0291	0.0958	0.3681	0.5087
0.0182	0.5947	0.219	0.2499	0.3767
-1.856	0.0837	-2.0446	-1.7617	-0.5365
-0.3023	0.5219	-0.1579	-0.1109	0.2289
-0.1001	0.018	-0.6298	-0.1908	0.2177
-0.9667	-0.2194	-0.8725	-0.6395	0.0437
0.0915	1.0301	-0.0793	-0.0009	0.3492
-1.0716	0.4793	-0.2289	-0.2705	0.3041
0.5863	0.6128	0.6133	0.7271	1.8067
-0.3166	0.104	0.997	0.7902	-0.0467
-0.6829	-0.7588	2.0272	2.1289	0.2522
1.2585	0.9424	1.8437	1.2902	-1.1455
1.2615	0.1848	1.8951	1.5812	-1.3493
0.8222	1.2711	-2.0214	-2.2342	0.8718
4.1616	0.8278	0.291	0.7098	1.1856
4.1999	0.4524	0.3685	0.8759	1.0182
4.0729	0.7516	0.2371	0.707	1.0675
-0.7461	-3.5463	0.1844	0.3453	-1.1664
0.7482	0.0985	0.4189	0.8058	-0.1758
-0.3523	-0.3839	-0.3357	0.2428	-0.3198
