"canopy_height_m"	"ldmc_geo_mgg"	"leaf_mass_mg"	"leaf_size_mm2"	"seed_mass_mg"
-0.792	-0.1165	0.1575	-0.571	-0.3272
0.5327	0.2033	0.0067	-0.2101	0.6766
1.4646	0.3877	0.3841	0.2741	0.8375
-0.9168	1.0832	-1.9502	0.1738	-1.4141
-0.1619	1.2158	1.2653	0.7018	-0.099
1.4248	0.6245	1.6589	2.0288	-0.6055
-1.1805	1.9232	0.5865	-0.4745	1.4406
2.1262	0.8508	0.3151	0.0429	1.0618
0.3993	-0.8621	-0.8969	-0.8248	0.5475
-0.8856	-1.5407	-0.5237	-0.8708	0.905
0.7876	1.5403	1.0288	1.226	1.0198
0.5539	-0.7375	-0.9999	-0.9479	0.4028
0.2352	-0.2347	-1.4454	-1.3354	1.0046
0.0938	-0.0568	-2.0583	-0.7505	-0.0386
-0.6227	0.1928	-0.0678	-0.0369	-0.6338
-0.8894	-0.7294	-1.5149	-1.1773	0.1599
-0.0219	0.555	1.2612	-2.1711	-0.3182
-0.5378	1.8088	-1.6671	-2.0265	1.4697
0.2524	0.7662	-0.8703	-0.3575	0.6152
-0.3486	-0.0533	-1.0739	-0.2735	0.6192
-0.3545	0.5173	0.053	0.0845	0.4638
-0.6526	0.1628	-0.0766	-0.0011	-0.139
-0.7011	0.0231	-0.2204	-0.1522	-0.1015
1.6962	0.2208	-0.7663	0.3917	0.9923
-0.5372	0.0033	-0.6764	-0.3204	0.1903
0.0829	0.8762	0.1676	0.1179	0.1922
-0.3178	0.6838	0.4048	0.3877	0.0091
-0.05	1.2709	0.6674	0.6942	-0.0658
0.2356	1.2378	0.9658	0.9192	-0.0247
-0.3386	-0.3798	-0.3567	-0.2035	-0.1836
0.229	-0.0681	-0.1539	0.0728	0.1023
0.2945	1.801	1.0205	3.6919	-2.0518
-0.3333	0.0542	-1.0011	0.3534	-0.6743
-2.422	0.931	-1.0567	-1.3468	0.0557
-0.1319	-0.0745	-1.5175	1.1977	1.1705
-0.3707	0.6347	-1.5813	1.8042	1.0731
-0.3521	0.3353	-2.2474	-0.9944	0.3025
-1.7862	-1.0497	0.4853	0.7709	-1.1382
0.4394	-1.3214	-0.0343	0.2831	-0.3446
-0.802	0.5966	-0.2447	-0.394	0.6311
0.8394	0.5609	-0.2837	-0.0065	0.685
-0.7663	0.4028	-0.1313	0.032	-0.4933
-0.2226	0.1606	-0.643	-0.5973	1.0676
0.2992	-0.4602	-0.5298	-0.3877	0.6316
0.8844	-0.1463	0.8028	0.4928	-0.0767
-1.7071	-2.5575	-2.0917	-2.2383	-1.2544
-0.467	-3.5998	-1.6115	-1.0118	-0.9606
2.4662	0.7478	1.2112	1.1307	0.6895
-0.5595	-2.1226	-0.3529	-0.1983	-1.1985
-0.4472	0.3405	0.4825	-1.1508	0.1982
-0.7371	-2.8492	-1.7046	-1.6549	-1.4551
-0.4767	1.0252	-0.4157	-0.4077	0.299
-0.5116	-1.7036	-0.7953	-0.919	-1.0095
-0.0858	0.1817	-0.9281	-0.7865	0.8136
0.3327	-1.5265	-0.6106	-0.44	-0.3451
-0.4246	-0.5662	-0.4669	-0.353	-0.3388
0.618	2.9554	1.773	1.6845	1.8505
0.2917	0.5538	0.417	0.2619	0.7078
-0.8985	0.3213	-1.9252	0.0189	-1.6839
0.2772	0.4436	0.7282	1.4453	-1.8457
-2.3078	0.2452	0.0727	-0.3086	-1.8422
-1.3655	0.5441	-1.6813	0.2441	-1.8451
0.5787	1.1251	1.1816	0.5798	-0.1728
0.777	0.9616	1.8021	0.7136	-1.882
0.1316	0.5047	2.2296	0.4742	-1.2264
0.4799	2.0505	3.1151	0.0954	-1.5804
0.575	-1.0379	-0.252	0.4344	-0.4348
-1.137	-2.3044	-0.4343	-1.8771	-1.9739
0.0395	-1.3777	1.1456	-0.6371	-1.8908
0.1012	-0.018	0.6213	0.6134	-0.4199
-0.4087	-0.7336	0.4806	0.5163	-0.9398
0.5182	0.0894	1.1451	0.646	-0.2824
0.7291	-0.1724	1.0185	-0.7067	1.2222
-0.7495	-0.8271	-0.8374	-0.9012	-0.2584
0.6426	0.152	0.0855	0.1937	0.2364
-0.8656	-0.7354	-0.6349	-0.3266	-0.1632
0.6032	-0.9929	0.0913	0.8997	0.0155
1.5286	0.4518	1.2088	0.1015	1.8608
0.6418	0.2164	0.1312	0.0425	1.0681
2.2405	0.2063	-0.2076	0.5312	2.0679
0.3569	1.0175	-0.9094	-0.3387	1.2118
0.561	0.1837	-1.2621	0.8328	1.3441
-0.7522	-0.7503	-1.5782	-0.5754	-0.7658
-0.4625	-0.7404	0.6147	-0.8565	0.064
-0.2756	-1.5302	-0.4516	-1.1527	0.3667
-0.0639	-0.9361	-0.679	-0.1734	-0.4561
0.1884	2.0083	1.0113	0.5453	1.8432
2.6988	-2.0373	0.4262	0.6653	1.1944
2.4883	0.1458	2.1153	2.2862	0.18
0.4084	-0.7153	-0.2504	-0.3575	0.3026
0.0636	0.0547	1.0199	-1.1528	-0.829
-1.5016	-1.917	-1.1662	-1.664	-0.9354
-1.0638	-1.2674	-2.7218	-2.6681	0.473
-0.1626	1.1839	-0.2243	0.1482	0.5203
-0.0567	-0.373	-0.533	-0.4471	0.335
0.1489	0.7946	0.3018	0.3034	1.0075
-1.3643	0.0208	-0.5806	-1.0462	0.1756
