"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1652",281,"Ranunculus flammula","","Ranunculus",2,"Ranunculus flammula","L.","Ranunculus",2,"kew-2523412",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus flammula",NA
"806",282,"Eucalyptus camaldulensis","","Eucalyptus",2,"Eucalyptus camaldulensis","Dehnh.","Eucalyptus",2,"kew-72616",1,FALSE,0.8,0,NA,NA,NA,NA,"Myrtaceae",NA,"Eucalyptus camaldulensis",NA
"355",283,"Campanula trachelium","","Campanula",2,"Campanula trachelium","L.","Campanula",2,"kew-366545",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Campanula trachelium","Multiple results"
"1806",284,"Scolymus hispanicus","","Scolymus",2,"Scolymus hispanicus","L.","Scolymus",2,"gcc-121678",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Scolymus hispanicus",NA
"808",285,"Euonymus europaeus","","Euonymus",2,"Euonymus europaeus","L.","Euonymus",2,"kew-2803293",1,FALSE,0.8,0,NA,NA,NA,NA,"Celastraceae",NA,"Euonymus europaeus",NA
"1053",286,"Iberis semperflorens","","Iberis",2,"Iberis semperflorens","L.","Iberis",2,"kew-2859917",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Iberis semperflorens",NA
"596",287,"Crataegus azarolus","","Crataegus",2,"Crataegus azarolus","auct.","Crataegus",2,"rjp-27680",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Crataegus azarolus","Multiple results"
"1220",288,"Lunaria annua","","Lunaria",2,"Lunaria annua","L.","Lunaria",2,"kew-2344318",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Lunaria annua",NA
"54",289,"Alliaria petiolata","","Alliaria",2,"Alliaria petiolata","(M.Bieb.) Cavara & Grande","Alliaria",2,"kew-2628680",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Alliaria petiolata",NA
"49",290,"Ajuga reptans","","Ajuga",2,"Ajuga reptans","L.","Ajuga",2,"kew-5385",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Ajuga reptans",NA
"1026",291,"Hordeum vulgare","","Hordeum",2,"Hordeum vulgare","L.","Hordeum",2,"kew-419563",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Hordeum vulgare",NA
"90",292,"Alopecurus arundinaceus","","Alopecurus",2,"Alopecurus arundinaceus","Poir.","Alopecurus",2,"kew-391321",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Alopecurus arundinaceus",NA
"590",293,"Cotoneaster salicifolius","","Cotoneaster",2,"Cotoneaster salicifolius","Franch.","Cotoneaster",2,"rjp-395",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Cotoneaster salicifolius",NA
"1777",294,"Salvia officinalis","","Salvia",2,"Salvia officinalis","L.","Salvia",2,"kew-183353",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia officinalis",NA
"1060",295,"Iris foetidissima","","Iris",2,"Iris foetidissima","L.","Iris",2,"kew-321835",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Iris foetidissima",NA
"1045",296,"Hypericum perfoliatum","","Hypericum",2,"Hypericum perfoliatum","L.","Hypericum",2,"kew-2858675",1,FALSE,0.8,0,NA,NA,NA,NA,"Hypericaceae",NA,"Hypericum perfoliatum",NA
"1808",297,"Scrophularia auriculata","","Scrophularia",2,"Scrophularia auriculata","L.","Scrophularia",2,"kew-2586267",1,FALSE,0.8,0,NA,NA,NA,NA,"Scrophulariaceae",NA,"Scrophularia auriculata",NA
"1415",298,"Orobanche crenata","","Orobanche",2,"Orobanche crenata","Forssk.","Orobanche",2,"kew-2396758",1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche crenata",NA
"960",299,"Glebionis coronaria","","Glebionis",2,"Glebionis coronaria","(L.) Cass. ex Spach","Glebionis",2,"gcc-28875",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Glebionis coronaria",NA
"1893",300,"Sonchus arvensis","","Sonchus",2,"Sonchus arvensis","L.","Sonchus",2,"gcc-48853",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Sonchus arvensis",NA
"1793",301,"Scabiosa columbaria","","Scabiosa",2,"Scabiosa columbaria","L.","Scabiosa",2,"kew-2593679",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Scabiosa columbaria",NA
"1147",302,"Lavandula angustifolia","","Lavandula",2,"Lavandula angustifolia","Mill.","Lavandula",2,"kew-108971",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula angustifolia",NA
"2096",303,"Viburnum tinus","","Viburnum",2,"Viburnum tinus","L.","Viburnum",2,"kew-2458668",1,FALSE,0.8,0,NA,NA,NA,NA,"Adoxaceae",NA,"Viburnum tinus",NA
"1051",304,"Hypochaeris radicata","","Hypochaeris",2,"Hypochaeris radicata","L.","Hypochaeris",2,"gcc-31523",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Hypochaeris radicata",NA
"483",305,"Centaurea solstitialis","","Centaurea",2,"Centaurea solstitialis","Asso","Centaurea",2,"gcc-43771",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea solstitialis","Multiple results"
"2102",306,"Vicia hybrida","","Vicia",2,"Vicia hybrida","L.","Vicia",2,"ild-7816",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia hybrida",NA
"984",307,"Helianthemum nummularium","","Helianthemum",2,"Helianthemum nummularium","(L.) Mill.","Helianthemum",2,"kew-2842625",1,FALSE,0.8,0,NA,NA,NA,NA,"Cistaceae",NA,"Helianthemum nummularium","Multiple results"
"941",308,"Geranium molle","","Geranium",2,"Geranium molle","L.","Geranium",2,"kew-2823621",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium molle",NA
"858",309,"Ficaria verna","","Ficaria",2,"Ficaria verna","Huds.","Ficaria",2,"kew-2809356",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ficaria verna",NA
"1905",310,"Sonchus oleraceus","","Sonchus",2,"Sonchus oleraceus","(L.) L.","Sonchus",2,"gcc-26069",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Sonchus oleraceus",NA
"1251",311,"Malva punctata","","Malva",2,"Malva punctata","(All.) Alef.","Malva",2,"kew-2503986",1,FALSE,0.8,0,NA,"Lavatera punctata","All.","kew-2494188","Malvaceae",NA,"Lavatera punctata",NA
"1023",312,"Hordeum murinum","","Hordeum",2,"Hordeum murinum","L.","Hordeum",2,"kew-419414",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Hordeum murinum",NA
"1440",313,"Parietaria judaica","","Parietaria",2,"Parietaria judaica","L.","Parietaria",2,"kew-2546385",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Parietaria judaica",NA
"2048",314,"Umbilicus rupestris","","Umbilicus",2,"Umbilicus rupestris","(Salisb.) Dandy","Umbilicus",2,"kew-2446661",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Umbilicus rupestris",NA
"350",315,"Campanula erinus","","Campanula",2,"Campanula erinus","L.","Campanula",2,"kew-364567",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Campanula erinus",NA
"912",316,"Galium mollugo","","Galium",2,"Galium mollugo","L.","Galium",2,"kew-86839",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium mollugo",NA
"1556",317,"Polypodium cambricum","","Polypodium",2,"Polypodium cambricum","L.","Polypodium",2,"tro-26602401",1,FALSE,0.8,0,NA,NA,NA,NA,"Polypodiaceae",NA,"Polypodium cambricum",NA
"248",318,"Avena barbata","","Avena",2,"Avena barbata","Pott ex Link","Avena",2,"kew-397352",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Avena barbata","Multiple results"
"213",319,"Artemisia verlotiorum","","Artemisia",2,"Artemisia verlotiorum","Lamotte","Artemisia",2,"gcc-116811",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Artemisia verlotiorum",NA
"1342",320,"Nothoscordum gracile","","Nothoscordum",2,"Nothoscordum gracile","(Aiton) Stearn","Nothoscordum",2,"kew-281991",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Nothoscordum gracile",NA
"1289",321,"Mentha spicata","","Mentha",2,"Mentha spicata","L.","Mentha",2,"kew-125402",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha spicata",NA
"822",322,"Euphorbia helioscopia","","Euphorbia",2,"Euphorbia helioscopia","L.","Euphorbia",2,"kew-80043",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia helioscopia",NA
"503",323,"Cerastium ligusticum","","Cerastium",2,"Cerastium ligusticum","Viv.","Cerastium",2,"kew-2710534",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Cerastium ligusticum",NA
"1741",324,"Rumex acetosella","","Rumex",2,"Rumex acetosella","L.","Rumex",2,"kew-2424185",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex acetosella",NA
"2111",325,"Vicia sativa","","Vicia",2,"Vicia sativa","L.","Vicia",2,"ild-7851",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia sativa",NA
"93",326,"Alopecurus myosuroides","","Alopecurus",2,"Alopecurus myosuroides","Huds.","Alopecurus",2,"kew-391472",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Alopecurus myosuroides",NA
"1930",327,"Stellaria neglecta","","Stellaria",2,"Stellaria neglecta","Weihe","Stellaria",2,"kew-2482630",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Stellaria neglecta",NA
"1506",328,"Picris hieracioides","","Picris",2,"Picris hieracioides","Sibth. & Sm.","Picris",2,"gcc-102955",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Picris hieracioides","Multiple results"
"56",329,"Allium ampeloprasum","","Allium",2,"Allium ampeloprasum","L.","Allium",2,"kew-294972",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium ampeloprasum",NA
"529",330,"Chondrilla juncea","","Chondrilla",2,"Chondrilla juncea","L.","Chondrilla",2,"gcc-129129",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Chondrilla juncea",NA
"1743",331,"Rumex crispus","","Rumex",2,"Rumex crispus","L.","Rumex",2,"kew-2424294",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex crispus",NA
"378",332,"Carduus pycnocephalus","","Carduus",2,"Carduus pycnocephalus","L.","Carduus",2,"gcc-123306",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carduus pycnocephalus",NA
"1528",333,"Plantago major","","Plantago",2,"Plantago major","L.","Plantago",2,"kew-2569743",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago major",NA
"962",334,"Glebionis segetum","","Glebionis",2,"Glebionis segetum","(L.) Fourr.","Glebionis",2,"gcc-47672",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Glebionis segetum",NA
"1913",335,"Spartium junceum","","Spartium",2,"Spartium junceum","L.","Spartium",2,"ild-8471",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Spartium junceum",NA
"1046",336,"Hypericum perforatum","","Hypericum",2,"Hypericum perforatum","L.","Hypericum",2,"kew-2858676",1,FALSE,0.8,0,NA,NA,NA,NA,"Hypericaceae",NA,"Hypericum perforatum",NA
"610",337,"Crepis bursifolia","","Crepis",2,"Crepis bursifolia","L.","Crepis",2,"gcc-45555",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Crepis bursifolia","Multiple results"
"1790",338,"Satureja montana","","Satureja",2,"Satureja montana","L.","Satureja",2,"kew-185794",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Satureja montana",NA
"1786",339,"Santolina chamaecyparissus","","Santolina",2,"Santolina chamaecyparissus","L.","Santolina",2,"gcc-143604",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Santolina chamaecyparissus",NA
"1123",340,"Lamium purpureum","","Lamium",2,"Lamium purpureum","L.","Lamium",2,"kew-107573",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lamium purpureum",NA
"643",341,"Cydonia oblonga","","Cydonia",2,"Cydonia oblonga","Mill.","Cydonia",2,"rjp-528",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Cydonia oblonga",NA
"781",342,"Erica scoparia","","Erica",2,"Erica scoparia","L.","Erica",2,"kew-2794397",1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Erica scoparia",NA
"1035",343,"Hyoseris radiata","","Hyoseris",2,"Hyoseris radiata","Lucé","Hyoseris",2,"gcc-32543",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Hyoseris radiata","Multiple results"
"573",344,"Coreopsis tinctoria","","Coreopsis",2,"Coreopsis tinctoria","Nutt.","Coreopsis",2,"gcc-25892",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Coreopsis tinctoria",NA
"1454",345,"Periploca graeca","","Periploca",2,"Periploca graeca","L.","Periploca",2,"kew-2404055",1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Periploca graeca",NA
"1931",346,"Sternbergia lutea","","Sternbergia",2,"Sternbergia lutea","(L.) Ker Gawl. ex Spreng.","Sternbergia",2,"kew-288111",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Sternbergia lutea",NA
"1031",347,"Hyacinthus orientalis","","Hyacinthus",2,"Hyacinthus orientalis","L.","Hyacinthus",2,"kew-278658",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Hyacinthus orientalis",NA
"1946",348,"Syringa vulgaris","","Syringa",2,"Syringa vulgaris","L.","Syringa",2,"kew-356495",1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Syringa vulgaris",NA
"1598",349,"Prunus armeniaca","","Prunus",2,"Prunus armeniaca","L.","Prunus",2,"rjp-2050",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Prunus armeniaca","Multiple results"
"1351",350,"Oenanthe pimpinelloides","","Oenanthe",2,"Oenanthe pimpinelloides","L.","Oenanthe",2,"kew-2390741",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe pimpinelloides",NA
"574",351,"Coriandrum sativum","","Coriandrum",2,"Coriandrum sativum","L.","Coriandrum",2,"kew-2737546",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Coriandrum sativum",NA
"132",352,"Amorpha fruticosa","","Amorpha",2,"Amorpha fruticosa","L.","Amorpha",2,"ild-8577",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Amorpha fruticosa",NA
"28",353,"Ageratum houstonianum","","Ageratum",2,"Ageratum houstonianum","Mill.","Ageratum",2,"gcc-11706",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Ageratum houstonianum",NA
"209",354,"Artemisia annua","","Artemisia",2,"Artemisia annua","L.","Artemisia",2,"gcc-39740",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Artemisia annua",NA
"1789",355,"Saponaria officinalis","","Saponaria",2,"Saponaria officinalis","L.","Saponaria",2,"kew-2484914",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Saponaria officinalis",NA
"958",356,"Gladiolus italicus","","Gladiolus",2,"Gladiolus italicus","Mill.","Gladiolus",2,"kew-328527",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Gladiolus italicus",NA
"1341",357,"Nigella damascena","","Nigella",2,"Nigella damascena","L.","Nigella",2,"kew-2381631",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Nigella damascena",NA
"2114",358,"Vinca difformis","","Vinca",2,"Vinca difformis","Pourr.","Vinca",2,"kew-213148",1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Vinca difformis",NA
"1494",359,"Phlomis fruticosa","","Phlomis",2,"Phlomis fruticosa","L.","Phlomis",2,"kew-152240",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Phlomis fruticosa",NA
"2120",360,"Viola arvensis","","Viola",2,"Viola arvensis","Murray","Viola",2,"kew-2464083",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola arvensis",NA
"37",361,"Agrostemma githago","","Agrostemma",2,"Agrostemma githago","L.","Agrostemma",2,"kew-2626726",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Agrostemma githago",NA
"1489",362,"Philadelphus coronarius","","Philadelphus",2,"Philadelphus coronarius","L.","Philadelphus",2,"kew-2530174",1,FALSE,0.8,0,NA,NA,NA,NA,"Hydrangeaceae",NA,"Philadelphus coronarius",NA
"1957",363,"Teucrium flavum","","Teucrium",2,"Teucrium flavum","L.","Teucrium",2,"kew-202916",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Teucrium flavum",NA
"1788",364,"Saponaria ocymoides","","Saponaria",2,"Saponaria ocymoides","L.","Saponaria",2,"kew-2484913",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Saponaria ocymoides",NA
"525",365,"Chelidonium majus","","Chelidonium",2,"Chelidonium majus","L.","Chelidonium",2,"kew-2716702",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Chelidonium majus",NA
"1450",366,"Passiflora caerulea","","Passiflora",2,"Passiflora caerulea","L.","Passiflora",2,"kew-2559649",1,FALSE,0.8,0,NA,NA,NA,NA,"Passifloraceae",NA,"Passiflora caerulea",NA
"935",367,"Genista pilosa","","Genista",2,"Genista pilosa","L.","Genista",2,"ild-8821",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Genista pilosa",NA
"1283",368,"Melittis melissophyllum","","Melittis",2,"Melittis melissophyllum","L.","Melittis",2,"kew-124152",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Melittis melissophyllum",NA
"672",369,"Cytisus villosus","","Cytisus",2,"Cytisus villosus","Pourr.","Cytisus",2,"ild-8373",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Cytisus villosus",NA
"814",370,"Euphorbia amygdaloides","","Euphorbia",2,"Euphorbia amygdaloides","L.","Euphorbia",2,"kew-78308",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia amygdaloides",NA
"1680",371,"Ricinus communis","","Ricinus",2,"Ricinus communis","L.","Ricinus",2,"kew-178867",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Ricinus communis",NA
"152",372,"Anemone coronaria","","Anemone",2,"Anemone coronaria","L.","Anemone",2,"kew-2638132",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Anemone coronaria",NA
"963",373,"Glechoma hederacea","","Glechoma",2,"Glechoma hederacea","L.","Glechoma",2,"kew-90109",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Glechoma hederacea",NA
"35",374,"Agrimonia eupatoria","","Agrimonia",2,"Agrimonia eupatoria","Kitam.","Agrimonia",2,"rjp-34305",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Agrimonia eupatoria","Multiple results"
"1879",375,"Smyrnium olusatrum","","Smyrnium",2,"Smyrnium olusatrum","L.","Smyrnium",2,"kew-2473605",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Smyrnium olusatrum",NA
"572",376,"Convolvulus cneorum","","Convolvulus",2,"Convolvulus cneorum","L.","Convolvulus",2,"tro-8500023",1,FALSE,0.8,0,NA,NA,NA,NA,"Convolvulaceae",NA,"Convolvulus cneorum",NA
"1613",377,"Prunus persica","","Prunus",2,"Prunus persica","(L.) Batsch","Prunus",2,"rjp-376",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Prunus persica",NA
"2131",378,"Vitis vinifera","","Vitis",2,"Vitis vinifera","L.","Vitis",2,"kew-2457006",1,FALSE,0.8,0,NA,NA,NA,NA,"Vitaceae",NA,"Vitis vinifera",NA
"2043",379,"Ulex europaeus","","Ulex",2,"Ulex europaeus","L.","Ulex",2,"ild-8476",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Ulex europaeus",NA
"2204",380,"Odontites vernus","","Odontites",2,"Odontites verna","Dumort.","Odontites",2,"tro-29200353",1,TRUE,0.7,2,NA,NA,NA,NA,"Orobanchaceae",NA,"Odontites verna",NA
"283",381,"Bituminaria bituminosa","","Bituminaria",2,"Bituminaria bituminosa","(L.) C.H.Stirt.","Bituminaria",2,"ild-7356",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Bituminaria bituminosa",NA
"2123",382,"Viola odorata","","Viola",2,"Viola odorata","L.","Viola",2,"kew-2459312",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola odorata",NA
"709",383,"Dioscorea communis","","Dioscorea",2,"Dioscorea communis","(L.) Caddick & Wilkin","Dioscorea",2,"kew-239990",1,FALSE,0.8,0,NA,NA,NA,NA,"Dioscoreaceae",NA,"Dioscorea communis",NA
"1397",384,"Origanum majorana","","Origanum",2,"Origanum majorana","L.","Origanum",2,"kew-143853",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Origanum majorana",NA
"353",385,"Campanula rapunculus","","Campanula",2,"Campanula rapunculus","L.","Campanula",2,"kew-365813",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Campanula rapunculus",NA
"1275",386,"Melilotus italicus","","Melilotus",2,"Melilotus italicus","(L.) Lam.","Melilotus",2,"ild-31603",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Melilotus italicus",NA
"800",387,"Erodium moschatum","","Erodium",2,"Erodium moschatum","(L.) L'Hér.","Erodium",2,"kew-2798354",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Erodium moschatum",NA
"1061",388,"Iris japonica","","Iris",2,"Iris japonica","Thunb.","Iris",2,"kew-321991",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Iris japonica",NA
"1974",389,"Thymus vulgaris","","Thymus",2,"Thymus vulgaris","L.","Thymus",2,"kew-205645",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Thymus vulgaris",NA
"516",390,"Cercis siliquastrum","","Cercis",2,"Cercis siliquastrum","L.","Cercis",2,"ild-8710",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Cercis siliquastrum",NA
"2094",391,"Viburnum lantana","","Viburnum",2,"Viburnum lantana","L.","Viburnum",2,"kew-2455932",1,FALSE,0.8,0,NA,NA,NA,NA,"Adoxaceae",NA,"Viburnum lantana",NA
"830",392,"Euphorbia peplus","","Euphorbia",2,"Euphorbia peplus","L.","Euphorbia",2,"kew-81421",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia peplus",NA
"1300",393,"Misopates orontium","","Misopates",2,"Misopates orontium","(L.) Raf.","Misopates",2,"kew-2506761",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Misopates orontium",NA
"669",394,"Cytinus hypocistis","","Cytinus",2,"Cytinus hypocistis","(L.) L.","Cytinus",2,"kew-2754461",1,FALSE,0.8,0,NA,NA,NA,NA,"Cytinaceae",NA,"Cytinus hypocistis",NA
"2052",395,"Urtica dioica","","Urtica",2,"Urtica dioica","L.","Urtica",2,"kew-2448560",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Urtica dioica",NA
"228",396,"Asplenium onopteris","","Asplenium",2,"Asplenium onopteris","L.","Asplenium",2,"tro-26600049",1,FALSE,0.8,0,NA,NA,NA,NA,"Aspleniaceae",NA,"Asplenium onopteris",NA
"1712",397,"Rosa sempervirens","","Rosa",2,"Rosa sempervirens","Roth","Rosa",2,"rjp-31714",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rosa sempervirens","Multiple results"
"1038",398,"Hypericum androsaemum","","Hypericum",2,"Hypericum androsaemum","L.","Hypericum",2,"kew-2857718",1,FALSE,0.8,0,NA,NA,NA,NA,"Hypericaceae",NA,"Hypericum androsaemum",NA
"1525",399,"Plantago coronopus","","Plantago",2,"Plantago coronopus","L.","Plantago",2,"kew-2571444",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Plantago coronopus",NA
"578",400,"Cornus sanguinea","","Cornus",2,"Cornus sanguinea","L.","Cornus",2,"kew-47495",1,FALSE,0.8,0,NA,NA,NA,NA,"Cornaceae",NA,"Cornus sanguinea",NA
"1895",401,"Sonchus asper","","Sonchus",2,"Sonchus asper","(L.) Hill","Sonchus",2,"gcc-130230",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Sonchus asper","Multiple results"
"1874",402,"Sisymbrium officinale","","Sisymbrium",2,"Sisymbrium officinale","(L.) Scop.","Sisymbrium",2,"kew-2474949",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Sisymbrium officinale",NA
"264",403,"Bellis annua","","Bellis",2,"Bellis annua","L.","Bellis",2,"gcc-106887",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Bellis annua",NA
"1126",404,"Lapsana communis","","Lapsana",2,"Lapsana communis","L.","Lapsana",2,"gcc-43300",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Lapsana communis",NA
"2129",405,"Vitex agnus-castus","","Vitex",2,"Vitex agnus-castus","L.","Vitex",2,"kew-213297",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Vitex agnus-castus",NA
"261",406,"Bellardia viscosa","","Bellardia",2,"Bellardia viscosa","(L.) Fisch. & C.A.Mey.","Bellardia",2,"kew-2672850",1,FALSE,0.8,0,NA,"Parentucellia viscosa","(L.) Caruel","tro-29201195","Orobanchaceae",NA,"Parentucellia viscosa",NA
"1963",407,"Thalictrum flavum","","Thalictrum",2,"Thalictrum flavum","L.","Thalictrum",2,"kew-2512664",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Thalictrum flavum",NA
"332",408,"Calendula arvensis","","Calendula",2,"Calendula arvensis","(Vaill.) L.","Calendula",2,"gcc-127060",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Calendula arvensis","Multiple results"
"2009",409,"Trifolium incarnatum","","Trifolium",2,"Trifolium incarnatum","L.","Trifolium",2,"ild-8086",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium incarnatum",NA
