"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1843",1443,"Serratula tinctoria","","Serratula",2,"Serratula tinctoria","L.","Serratula",2,"gcc-38159",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Serratula tinctoria","Multiple results"
"1819",1444,"Sedum hispanicum","","Sedum",2,"Sedum hispanicum","L.","Sedum",2,"kew-2483782",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Sedum hispanicum",NA
"1814",1445,"Scutellaria hastifolia","","Scutellaria",2,"Scutellaria hastifolia","L.","Scutellaria",2,"kew-189160",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Scutellaria hastifolia",NA
"1756",1446,"Sabulina tenuifolia","","Sabulina",2,"Sabulina tenuifolia","(L.) Rchb.","Sabulina",2,"kew-2485165",1,FALSE,0.8,0,NA,"Minuartia hybrida","(Vill.) Schischk.","kew-2369526","Caryophyllaceae",NA,"Minuartia hybrida",NA
"1684",1447,"Romulea ramiflora","","Romulea",2,"Romulea ramiflora","Ten.","Romulea",2,"kew-324486",1,FALSE,0.8,0,NA,NA,NA,NA,"Iridaceae",NA,"Romulea ramiflora",NA
"1747",1448,"Rumex pratensis","","Rumex",2,"Rumex pratensis","Dulac","Rumex",2,"kew-2424824",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex pratensis",NA
"1702",1449,"Rosa micrantha","","Rosa",2,"Rosa micrantha","Borrer ex Sm.","Rosa",2,"rjp-1112",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rosa micrantha","Multiple results"
"1668",1450,"Reseda alba","","Reseda",2,"Reseda alba","L.","Reseda",2,"kew-2525256",1,FALSE,0.8,0,NA,NA,NA,NA,"Resedaceae",NA,"Reseda alba",NA
"1669",1451,"Reseda lutea","","Reseda",2,"Reseda lutea","L.","Reseda",2,"kew-2526012",1,FALSE,0.8,0,NA,NA,NA,NA,"Resedaceae",NA,"Reseda lutea",NA
"1648",1452,"Ranunculus acris","","Ranunculus",2,"Ranunculus acris","L.","Ranunculus",2,"kew-2524461",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Ranunculus acris",NA
"2161",1453,"Quercus morisii","","Quercus",2,"Quercus X morisii","Borzí","Quercus",2,"kew-174014",1,FALSE,0.7,2,NA,NA,NA,NA,"Fagaceae",NA,"Quercus X morisii",NA
"1240",1454,"Lythrum portula","","Lythrum",2,"Lythrum portula","(L.) D.A.Webb","Lythrum",2,"kew-2354126",1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum portula",NA
"1493",1455,"Phleum pratense","","Phleum",2,"Phleum pratense","L.","Phleum",2,"kew-433846",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Phleum pratense",NA
"1625",1456,"Pulmonaria hirta","","Pulmonaria",2,"Pulmonaria hirta","L.","Pulmonaria",2,"kew-2412888",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Pulmonaria hirta",NA
"1509",1457,"Pilosella piloselloides","","Pilosella",2,"Pilosella piloselloides","(Vill.) Soják","Pilosella",2,"gcc-131397",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Pilosella piloselloides",NA
"1580",1458,"Potentilla pedata","","Potentilla",2,"Potentilla pedata","Willd. ex Hornem.","Potentilla",2,"rjp-15681",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Potentilla pedata","Multiple results"
"1499",1459,"Physospermum cornubiense","","Physospermum",2,"Physospermum cornubiense","(L.) DC.","Physospermum",2,"kew-2402448",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Physospermum cornubiense",NA
"1619",1460,"Pteris cretica","","Pteris",2,"Pteris cretica","L.","Pteris",2,"tro-26600300",1,FALSE,0.8,0,NA,NA,NA,NA,"Pteridaceae",NA,"Pteris cretica",NA
"1616",1461,"Pseudofumaria alba","","Pseudofumaria",2,"Pseudofumaria alba","(Mill.) Lidén","Pseudofumaria",2,"kew-2561327",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Pseudofumaria alba",NA
"1593",1462,"Primula vulgaris","","Primula",2,"Primula vulgaris","Huds.","Primula",2,"kew-2563766",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula vulgaris",NA
"1577",1463,"Potentilla micrantha","","Potentilla",2,"Potentilla micrantha","Schleich.","Potentilla",2,"rjp-47207",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Potentilla micrantha","Multiple results"
"1550",1464,"Polygonatum multiflorum","","Polygonatum",2,"Polygonatum multiflorum","(L.) All.","Polygonatum",2,"kew-284010",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Polygonatum multiflorum",NA
"1538",1465,"Poa compressa","","Poa",2,"Poa compressa","L.","Poa",2,"kew-435622",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Poa compressa",NA
"1530",1466,"Platanthera bifolia","","Platanthera",2,"Platanthera bifolia","(L.) Rich.","Platanthera",2,"kew-157039",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Platanthera bifolia",NA
"1513",1467,"Pinus nigra","","Pinus",2,"Pinus nigra","J.F.Arnold","Pinus",2,"kew-2562349",1,FALSE,0.8,0,NA,NA,NA,NA,"Pinaceae",NA,"Pinus nigra",NA
"1500",1468,"Phyteuma italicum","","Phyteuma",2,"Phyteuma italicum","Arv.-Touv.","Phyteuma",2,"kew-355332",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Phyteuma italicum",NA
"1434",1469,"Papaver dubium","","Papaver",2,"Papaver dubium","L.","Papaver",2,"kew-2560793",1,FALSE,0.8,0,NA,NA,NA,NA,"Papaveraceae",NA,"Papaver dubium",NA
"1354",1470,"Oenothera chicaginensis","","Oenothera",2,"Oenothera chicaginensis","de Vries ex Renner & Cleland","Oenothera",2,"kew-2399160",1,FALSE,0.8,0,NA,"Oenothera biennis","L.","kew-2399189","Onagraceae",NA,"Oenothera biennis",NA
"1359",1471,"Oenothera stucchii","","Oenothera",2,"Oenothera stucchii","Soldano","Oenothera",2,"kew-2399303",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Oenothera stucchii",NA
"1419",1472,"Orobanche rapum-genistae","","Orobanche",2,"Orobanche rapum-genistae","Thuill.","Orobanche",2,"kew-2395596",1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche rapum-genistae",NA
"2221",1473,"Ophioglossum pseudoazoricum","","Ophioglossum",2,"Ophioglossum azoricum","C. Presl","Ophioglossum",2,"tro-26610432",1,TRUE,0.5,6,NA,NA,NA,NA,"Ophioglossaceae",NA,"Ophioglossum azoricum",NA
"1431",1474,"Oxalis stricta","","Oxalis",2,"Oxalis stricta","L.","Oxalis",2,"kew-2394269",1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis stricta",NA
"2156",1475,"Orchis aurunca","","Orchis",2,"Orchis X aurunca","W.Rossi & Minut.","Orchis",2,"kew-142248",1,FALSE,0.7,2,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis X aurunca",NA
"2157",1476,"Orchis bergonii","","Orchis",2,"Orchis X bergonii","Nanteuil","Orchis",2,"kew-142262",1,FALSE,0.7,2,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis X bergonii",NA
"2155",1477,"Ophrys maremmae","","Ophrys",2,"Ophrys X maremmae","O.Danesch & E.Danesch","Ophrys",2,"kew-141437",1,FALSE,0.7,2,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys X maremmae",NA
"2154",1478,"Ophrys macchiatii","","Ophrys",2,"Ophrys X macchiatii","E.G.Camus","Ophrys",2,"kew-141413",1,FALSE,0.7,2,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys X macchiatii",NA
"2153",1479,"Ophrys hoeppneri","","Ophrys",2,"Ophrys X hoeppneri","Ruppert","Ophrys",2,"kew-141231",1,FALSE,0.7,2,NA,NA,NA,NA,"Orchidaceae",NA,"Ophrys X hoeppneri",NA
"2159",1480,"Orchis lucensis","","Orchis",2,"Orchis X lucensis","Antonetti & Bertolini","Orchis",2,"kew-347637",1,FALSE,0.7,2,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis X lucensis",NA
"2219",1481,"Ophioglossum pierinii","","Ophioglossum",2,"Ophioglossum felixii","Tardieu.","Ophioglossum",2,"ifn-36286",1,TRUE,0.6,4,NA,NA,NA,NA,"Ophioglossaceae",NA,"Ophioglossum felixii","Multiple results"
"2212",1482,"Ophioglossum giovanninii","","Ophioglossum",2,"Ophioglossum ekmanii","C. Chr.","Ophioglossum",2,"tro-26625729",1,TRUE,0.45,7,NA,NA,NA,NA,"Ophioglossaceae",NA,"Ophioglossum ekmanii","Multiple results"
"1409",1483,"Ornithogalum umbratile","","Ornithogalum",2,"Ornithogalum umbratile","Tornad. & Garbari","Ornithogalum",2,"kew-283270",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Ornithogalum umbratile",NA
"1424",1484,"Oxalis acetosella","","Oxalis",2,"Oxalis acetosella","L.","Oxalis",2,"kew-2394737",1,FALSE,0.8,0,NA,NA,NA,NA,"Oxalidaceae",NA,"Oxalis acetosella",NA
"1416",1485,"Orobanche gracilis","","Orobanche",2,"Orobanche gracilis","Sm.","Orobanche",2,"kew-2395655",1,FALSE,0.8,0,NA,NA,NA,NA,"Orobanchaceae",NA,"Orobanche gracilis",NA
"1382",1486,"Opuntia stricta","","Opuntia",2,"Opuntia stricta","(Haw.) Haw.","Opuntia",2,"kew-2391898",1,FALSE,0.8,0,NA,NA,NA,NA,"Cactaceae",NA,"Opuntia stricta",NA
"1381",1487,"Opuntia ficus-indica","","Opuntia",2,"Opuntia ficus-indica","(L.) Mill.","Opuntia",2,"kew-2391911",1,FALSE,0.8,0,NA,NA,NA,NA,"Cactaceae",NA,"Opuntia ficus-indica",NA
"1369",1488,"Ophioglossum vulgatum","","Ophioglossum",2,"Ophioglossum vulgatum","L.","Ophioglossum",2,"tro-26602167",1,FALSE,0.8,0,NA,NA,NA,NA,"Ophioglossaceae",NA,"Ophioglossum vulgatum",NA
"1367",1489,"Ophioglossum azoricum","","Ophioglossum",2,"Ophioglossum azoricum","C. Presl","Ophioglossum",2,"tro-26610432",1,FALSE,0.8,0,NA,NA,NA,NA,"Ophioglossaceae",NA,"Ophioglossum azoricum",NA
"1363",1490,"Onobrychis viciifolia","","Onobrychis",2,"Onobrychis viciifolia","Scop.","Onobrychis",2,"ild-5130",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Onobrychis viciifolia",NA
"1348",1491,"Oenanthe fistulosa","","Oenanthe",2,"Oenanthe fistulosa","L.","Oenanthe",2,"kew-2391314",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe fistulosa",NA
"1350",1492,"Oenanthe peucedanifolia","","Oenanthe",2,"Oenanthe peucedanifolia","Pollich","Oenanthe",2,"kew-2390029",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Oenanthe peucedanifolia",NA
"1338",1493,"Nephrolepis cordifolia","","Nephrolepis",2,"Nephrolepis cordifolia","(L.) C. Presl","Nephrolepis",2,"tro-26602325",1,FALSE,0.8,0,NA,NA,NA,NA,"Nephrolepidaceae",NA,"Nephrolepis cordifolia",NA
"1335",1494,"Neotinea maculata","","Neotinea",2,"Neotinea maculata","(Desf.) Stearn","Neotinea",2,"kew-134144",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Neotinea maculata",NA
"2152",1495,"Narcissus medioluteus","","Narcissus",2,"Narcissus X medioluteus","Mill.","Narcissus",2,"kew-282033",1,FALSE,0.7,2,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus X medioluteus",NA
"1328",1496,"Narcissus pseudonarcissus","","Narcissus",2,"Narcissus pseudonarcissus","L.","Narcissus",2,"kew-281926",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus pseudonarcissus",NA
"1325",1497,"Narcissus jonquilla","","Narcissus",2,"Narcissus jonquilla","L.","Narcissus",2,"kew-281942",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Narcissus jonquilla",NA
"1337",1498,"Neottia ovata","","Neottia",2,"Neottia ovata","(L.) Bluff & Fingerh.","Neottia",2,"kew-134271",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Neottia ovata",NA
"1254",1499,"Marsilea quadrifolia","","Marsilea",2,"Marsilea quadrifolia","L.","Marsilea",2,"tro-26602150",1,FALSE,0.8,0,NA,NA,NA,NA,"Marsileaceae",NA,"Marsilea quadrifolia",NA
"1307",1500,"Montia arvensis","","Montia",2,"Montia arvensis","Wallr.","Montia",2,"tro-26200758",1,FALSE,0.8,0,NA,"Montia fontana","L.","kew-2508965","Montiaceae",NA,"Montia fontana",NA
"1306",1501,"Molinia caerulea","","Molinia",2,"Molinia caerulea","(L.) Moench","Molinia",2,"kew-424761",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Molinia caerulea",NA
"1305",1502,"Molinia arundinacea","","Molinia",2,"Molinia arundinacea","Schrank","Molinia",2,"kew-424756",1,FALSE,0.8,0,NA,"Molinia caerulea","(L.) Moench","kew-424761","Poaceae",NA,"Molinia caerulea",NA
"1318",1503,"Myosotis sicula","","Myosotis",2,"Myosotis sicula","Guss.","Myosotis",2,"kew-2358240",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Myosotis sicula",NA
"1052",1504,"Hypopitys monotropa","","Hypopitys",2,"Hypopitys monotropa","Crantz","Hypopitys",2,"kew-2859552",1,FALSE,0.8,0,NA,"Monotropa hypopitys","L.","kew-2372112","Ericaceae",NA,"Monotropa hypopitys",NA
"1303",1505,"Moenchia erecta","","Moenchia",2,"Moenchia erecta","""(L.) P.Gaertn., B.Mey. & Scherb.""","Moenchia",2,"kew-2369380",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Moenchia erecta",NA
"1293",1506,"Mercurialis perennis","","Mercurialis",2,"Mercurialis perennis","L.","Mercurialis",2,"kew-125768",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Mercurialis perennis",NA
"1267",1507,"Medicago rigidula","","Medicago",2,"Medicago rigidula","(L.) All.","Medicago",2,"ild-8533",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Medicago rigidula",NA
"1245",1508,"Malus sylvestris","","Malus",2,"Malus sylvestris","(L.) Mill.","Malus",2,"rjp-71",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Malus sylvestris",NA
"1219",1509,"Ludwigia palustris","","Ludwigia",2,"Ludwigia palustris","(L.) Elliott","Ludwigia",2,"kew-2494015",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Ludwigia palustris",NA
"1647",1510,"Radiola linoides","","Radiola",2,"Radiola linoides","Roth","Radiola",2,"kew-2869134",1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Radiola linoides",NA
"1172",1511,"Leucojum vernum","","Leucojum",2,"Leucojum vernum","L.","Leucojum",2,"kew-280568",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Leucojum vernum",NA
"1201",1512,"Lolium temulentum","","Lolium",2,"Lolium temulentum","L.","Lolium",2,"kew-422908",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Lolium temulentum",NA
"1190",1513,"Linum trigynum","","Linum",2,"Linum trigynum","L.","Linum",2,"kew-2353414",1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Linum trigynum",NA
"1186",1514,"Linum corymbulosum","","Linum",2,"Linum corymbulosum","Rchb.","Linum",2,"kew-2347582",1,FALSE,0.8,0,NA,NA,NA,NA,"Linaceae",NA,"Linum corymbulosum",NA
"1199",1515,"Lolium pratense","","Lolium",2,"Lolium pratense","(Huds.) Darbysh.","Lolium",2,"kew-422867",1,FALSE,0.8,0,NA,"Festuca pratensis","Huds.","kew-416331","Poaceae",NA,"Festuca pratensis",NA
"1237",1516,"Lysimachia punctata","","Lysimachia",2,"Lysimachia punctata","L.","Lysimachia",2,"kew-2492220",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia punctata",NA
"1227",1517,"Luzula pilosa","","Luzula",2,"Luzula pilosa","(L.) Willd.","Luzula",2,"kew-316622",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Luzula pilosa",NA
"1226",1518,"Luzula pedemontana","","Luzula",2,"Luzula pedemontana","Boiss. & Reut.","Luzula",2,"kew-316608",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Luzula pedemontana",NA
"1200",1519,"Lolium rigidum","","Lolium",2,"Lolium rigidum","Gaudin","Lolium",2,"kew-422874",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Lolium rigidum",NA
"1184",1520,"Lindernia dubia","","Lindernia",2,"Lindernia dubia","(L.) Pennell","Lindernia",2,"kew-2498944",1,FALSE,0.8,0,NA,NA,NA,NA,"Linderniaceae",NA,"Lindernia dubia",NA
"1165",1521,"Lepidium campestre","","Lepidium",2,"Lepidium campestre","(L.) R.Br.","Lepidium",2,"kew-2337827",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Lepidium campestre",NA
"1155",1522,"Lemna minuta","","Lemna",2,"Lemna minuta","Kunth","Lemna",2,"kew-109312",1,FALSE,0.8,0,NA,NA,NA,NA,"Araceae",NA,"Lemna minuta",NA
"1149",1523,"Lavandula latifolia","","Lavandula",2,"Lavandula latifolia","Medik.","Lavandula",2,"kew-109033",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Lavandula latifolia",NA
"1140",1524,"Lathyrus setifolius","","Lathyrus",2,"Lathyrus setifolius","L.","Lathyrus",2,"ild-7778",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus setifolius",NA
"1134",1525,"Lathyrus linifolius","","Lathyrus",2,"Lathyrus linifolius","(Reichard) Bassler","Lathyrus",2,"ild-7763",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lathyrus linifolius",NA
"1105",1526,"Knautia drymeia","","Knautia",2,"Knautia drymeia","Heuff.","Knautia",2,"kew-2335542",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Knautia drymeia",NA
"1100",1527,"Kickxia elatine","","Kickxia",2,"Kickxia elatine","(L.) Dumort.","Kickxia",2,"kew-2335431",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Kickxia elatine",NA
"2150",1528,"Kalanchoe houghtonii","","Kalanchoe",2,"Kalanchoe X houghtonii","D.B.Ward","Kalanchoe",2,"kew-2336677",1,FALSE,0.7,2,NA,"Bryophyllum X houghtonii","(D.B.Ward) P.I.Forst.","kew-2603856","Crassulaceae",NA,"Bryophyllum X houghtonii",NA
"1095",1529,"Juncus tenuis","","Juncus",2,"Juncus tenuis","Willd.","Juncus",2,"kew-315959",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus tenuis",NA
"1085",1530,"Juncus bulbosus","","Juncus",2,"Juncus bulbosus","L.","Juncus",2,"kew-314645",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus bulbosus",NA
"1097",1531,"Juniperus communis","","Juniperus",2,"Juniperus communis","L.","Juniperus",2,"kew-2332579",1,FALSE,0.8,0,NA,NA,NA,NA,"Cupressaceae",NA,"Juniperus communis",NA
"1088",1532,"Juncus heterophyllus","","Juncus",2,"Juncus heterophyllus","Dufour","Juncus",2,"kew-315160",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus heterophyllus",NA
"1089",1533,"Juncus hybridus","","Juncus",2,"Juncus hybridus","Brot.","Juncus",2,"kew-315176",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus hybridus",NA
"1081",1534,"Juncus acutiflorus","","Juncus",2,"Juncus acutiflorus","Ehrh. ex Hoffm.","Juncus",2,"kew-314248",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus acutiflorus",NA
"1072",1535,"Isoetes duriei","","Isoetes",2,"Isoetes duriei","Bory","Isoetes",2,"tro-50275820",1,FALSE,0.8,0,NA,"Isoetella duriei","(Bory) Gennari","tro-100354149","Isoëtaceae",NA,"Isoetella duriei",NA
"1073",1536,"Isolepis cernua","","Isolepis",2,"Isolepis cernua","(Vahl) Roem. & Schult.","Isolepis",2,"kew-250200",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Isolepis cernua",NA
"2149",1537,"Iris germanica","","Iris",2,"Iris X germanica","L.","Iris",2,"kew-321867",1,FALSE,0.7,2,NA,NA,NA,NA,"Iridaceae",NA,"Iris X germanica",NA
"2229",1538,"Pentanema spiraeifolium","","Pentanema",2,"Pentanema prasinurum","Rech.f.","Pentanema",2,"gcc-118857",1,TRUE,0.45,7,NA,NA,NA,NA,"Compositae",NA,"Pentanema prasinurum",NA
"1003",1539,"Hibiscus moscheutos","","Hibiscus",2,"Hibiscus moscheutos","L.","Hibiscus",2,"tro-19600983",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Hibiscus moscheutos",NA
"1041",1540,"Hypericum elodes","","Hypericum",2,"Hypericum elodes","Huds.","Hypericum",2,"kew-2858067",1,FALSE,0.8,0,NA,NA,NA,NA,"Hypericaceae",NA,"Hypericum elodes","Multiple results"
"1015",1541,"Hippocrepis comosa","","Hippocrepis",2,"Hippocrepis comosa","L.","Hippocrepis",2,"ild-8859",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Hippocrepis comosa",NA
"1014",1542,"Hippocrepis biflora","","Hippocrepis",2,"Hippocrepis biflora","Spreng.","Hippocrepis",2,"ild-5199",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Hippocrepis biflora",NA
"1002",1543,"Herniaria hirsuta","","Herniaria",2,"Herniaria hirsuta","L.","Herniaria",2,"kew-2846941",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Herniaria hirsuta",NA
"934",1544,"Genista monspessulana","","Genista",2,"Genista monspessulana","(L.) L.A.S.Johnson","Genista",2,"ild-8410",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Genista monspessulana",NA
"957",1545,"Gladiolus byzantinus","","Gladiolus",2,"Gladiolus byzantinus","Mill.","Gladiolus",2,"kew-328284",1,FALSE,0.8,0,NA,"Gladiolus communis","L.","kew-328322","Iridaceae",NA,"Gladiolus communis",NA
"936",1546,"Genista tinctoria","","Genista",2,"Genista tinctoria","L.","Genista",2,"ild-8832",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Genista tinctoria",NA
"933",1547,"Genista januensis","","Genista",2,"Genista januensis","Viv.","Genista",2,"ild-8811",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Genista januensis",NA
"928",1548,"Gastridium ventricosum","","Gastridium",2,"Gastridium ventricosum","(Gouan) Schinz & Thell.","Gastridium",2,"kew-417490",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Gastridium ventricosum",NA
"924",1549,"Galium spurium","","Galium",2,"Galium spurium","L.","Galium",2,"kew-87547",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium spurium",NA
"868",1550,"Fimbristylis squarrosa","","Fimbristylis",2,"Fimbristylis squarrosa","Vahl","Fimbristylis",2,"kew-245963",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Fimbristylis squarrosa",NA
"857",1551,"Ficaria grandiflora","","Ficaria",2,"Ficaria grandiflora","Robert","Ficaria",2,"kew-2809340",1,FALSE,0.8,0,NA,"Ficaria verna ssp. ficariiformis","(Rouy & Foucaud) B.Walln.","kew-2607130","Ranunculaceae",NA,"Ficaria verna",NA
"849",1552,"Festuca geniculata","","Festuca",2,"Festuca geniculata","(L.) Lag. & Rodr.","Festuca",2,"tro-25530765",1,FALSE,0.8,0,NA,"Vulpia geniculata","(L.) Link","kew-449979","Poaceae",NA,"Vulpia geniculata",NA
"865",1553,"Filago pyramidata","","Filago",2,"Filago pyramidata","C.A.Mey.","Filago",2,"gcc-17745",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Filago pyramidata","Multiple results"
"877",1554,"Fragaria vesca","","Fragaria",2,"Fragaria vesca","auct. nonn. fl. as. med.","Fragaria",2,"rjp-33314",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Fragaria vesca","Multiple results"
"851",1555,"Festuca heterophylla","","Festuca",2,"Festuca heterophylla","Lam.","Festuca",2,"kew-415363",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Festuca heterophylla",NA
"744",1556,"Eclipta prostrata","","Eclipta",2,"Eclipta prostrata","(L.) L.","Eclipta",2,"gcc-6746",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Eclipta prostrata",NA
"2177",1557,"Equisetum font-queri","","Equisetum",2,"Equisetum fontinale","Copel.","Equisetum",2,"tro-26603611",1,TRUE,0.5,6,NA,NA,NA,NA,"Equisetaceae",NA,"Equisetum fontinale",NA
"775",1558,"Eragrostis cilianensis","","Eragrostis",2,"Eragrostis cilianensis","(All.) Janch.","Eragrostis",2,"kew-412374",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Eragrostis cilianensis",NA
"2101",1559,"Vicia hirsuta","","Vicia",2,"Vicia hirsuta","(L.) Gray","Vicia",2,"ild-7815",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia hirsuta",NA
"831",1560,"Euphorbia pithyusa","","Euphorbia",2,"Euphorbia pithyusa","Fiori","Euphorbia",2,"tro-100190672",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia pithyusa","Multiple results"
"818",1561,"Euphorbia dulcis","","Euphorbia",2,"Euphorbia dulcis","L.","Euphorbia",2,"kew-79427",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia dulcis",NA
"782",1562,"Erigeron acris","","Erigeron",2,"Erigeron acris","L.","Erigeron",2,"gcc-41799",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Erigeron acris",NA
"767",1563,"Epipactis helleborine","","Epipactis",2,"Epipactis helleborine","(L.) Crantz","Epipactis",2,"kew-70185",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Epipactis helleborine",NA
"758",1564,"Epilobium montanum","","Epilobium",2,"Epilobium montanum","L.","Epilobium",2,"kew-2790730",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium montanum",NA
"755",1565,"Epilobium lanceolatum","","Epilobium",2,"Epilobium lanceolatum","Sebast. & Mauri","Epilobium",2,"kew-2790614",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium lanceolatum",NA
