"","canopy_height_m","ldmc_geo_mgg","leaf_mass_mg","leaf_size_mm2","seed_mass_mg","sbs_name","genus"
"Galega officinalis",0.802893610036897,-0.992417600194335,0.860376242183885,1.18931911603485,1.00485007327138,"Galega officinalis","Galega"
"Galium aparine",0.575050474735418,-0.748258812277814,-0.984141998405109,-0.939176863584454,1.07623954796889,"Galium aparine","Galium"
"Galium mollugo",0.243668735133147,-0.23995762584448,-1.42810539216666,-1.307281711119,-0.150930383294521,"Galium mollugo","Galium"
"Galium palustre",0.111173704480508,-0.0607185007925916,-2.01666201321208,-1.78753196643695,-0.0469269175836058,"Galium palustre","Galium"
"Galium parisiense",-0.634062462710421,0.202502139938736,-2.14058408269648,-2.24880194649565,-0.646062720073623,"Galium parisiense","Galium"
"Galium rotundifolium",-0.901800499012899,-0.741802053520057,-1.52546539593355,-1.14196480212135,-0.0233322738429483,"Galium rotundifolium","Galium"
"Galium verum",-0.00912335507753296,0.55150115192437,-1.97546153091283,-2.17389833926421,-0.328350397538891,"Galium verum","Galium"
"Genista pilosa",-0.548291997081591,1.84300670402445,-1.60624043138603,-2.02894927968305,0.469720725655459,"Genista pilosa","Genista"
"Genista tinctoria",0.267161481756101,0.773774882594877,-0.839845592601404,-1.03474686269217,0.609513842097645,"Genista tinctoria","Genista"
"Geranium columbinum",-0.354394507739894,0.980226560653873,-0.338868802524655,-0.2797815334424,0.609736458873313,"Geranium columbinum","Geranium"
"Geranium dissectum",-0.354394507739894,0.66421652037037,0.0785177994249903,0.0648784038462793,0.450709107403755,"Geranium dissectum","Geranium"
"Geranium lucidum",-0.66858905663963,0.113222988384589,-0.0530659685707361,-0.00911908182661896,-0.149158266343548,"Geranium lucidum","Geranium"
"Geranium molle",-0.71088081459754,0.0175199229664227,-0.201969146180563,-0.154841445129033,0.0385761174429759,"Geranium molle","Geranium"
"Geranium pusillum",-0.71088081459754,0.22326204685753,0.316320269417484,0.366229150014892,-0.108109005827014,"Geranium pusillum","Geranium"
"Geranium robertianum",-0.551944239176118,0.00322145110170304,0.0173069962051385,0.133771386200609,0.177989030202204,"Geranium robertianum","Geranium"
"Geranium sanguineum",-0.551944239176118,0.889299192737935,0.184257986746851,0.10852148403845,1.08781409626942,"Geranium sanguineum","Geranium"
"Geranium sylvaticum",-0.318223818378366,0.43544701577204,0.430356520424002,0.36362148029682,0.860049103654509,"Geranium sylvaticum","Geranium"
"Geum urbanum",-0.0514151130354382,1.29816309242221,0.678263585898989,0.68106524492494,0.342478298429629,"Geum urbanum","Geum"
"Glaucium flavum",0.23889976325678,-0.612415663334541,0.989254473210776,0.877435639260959,-0.035169684007765,"Glaucium flavum","Glaucium"
"Glechoma hederacea",-0.342575624109149,-0.39281260706964,-0.324673139958994,-0.0397335695050607,-0.194741342811844,"Glechoma hederacea","Glechoma"
"Glyceria fluitans",0.243668735133147,1.07678499547287,-0.165541851347437,0.0860855100441523,0.0854935513165311,"Glyceria fluitans","Glyceria"
"Glyceria maxima",1.15274986987368,0.77999300785247,1.03475558461114,1.23862594707069,-0.270325094196998,"Glyceria maxima","Glyceria"
"Gratiola officinalis",-0.325118108671941,0.0487557738137337,-0.960341478076665,-0.947723769911497,-1.76535532508997,"Gratiola officinalis","Gratiola"
"Helianthemum nummularium",-1.16290188131817,0.940197348507169,-0.998189996221185,-1.36618348190766,0.0402740617928477,"Helianthemum nummularium","Helianthemum"
"Helleborus foetidus",-0.130275087161705,-0.0688078008533985,1.24716920699089,1.17329250970166,1.16474373348137,"Helleborus foetidus","Helleborus"
"Helleborus viridis",-0.384600470044748,0.641753159676926,2.08116910487557,1.77695325587623,1.06118594589704,"Helleborus viridis","Helleborus"
"Herniaria hirsuta",-1.31165076739657,0.333959506382864,-2.20239510805913,-2.22874698683773,-1.38324733533538,"Herniaria hirsuta","Herniaria"
"Hieracium murorum",-1.00204132567125,-1.06755430602621,0.47671512630025,0.769874020655236,-0.441134829807317,"Hieracium murorum","Hieracium"
"Hieracium sabaudum",0.690833899747801,-1.34224294568934,-0.0356085886049491,0.287713902972885,-0.363639474225428,"Hieracium sabaudum","Hieracium"
"Hippocrepis comosa",-0.820780687642876,0.609602025253734,-0.429883388266852,-0.779385906776726,0.632719666864291,"Hippocrepis comosa","Hippocrepis"
"Holcus lanatus",-0.166181533250523,0.575256279141775,-0.304618153519203,0.0110770899349862,-0.432907416182916,"Holcus lanatus","Holcus"
"Holcus mollis",-0.325118108671941,0.4060335403076,-0.141134728302009,0.0543456173101806,-0.507415981700936,"Holcus mollis","Holcus"
"Hordeum murinum",-0.218842050827845,0.163416722538269,-0.605424668719697,-0.319683950595517,1.06720543883546,"Hordeum murinum","Hordeum"
"Hordeum secalinum",-0.166181533250523,0.686491900946858,-0.519398259240793,-0.369652746643024,0.624201136194208,"Hordeum secalinum","Hordeum"
"Hordeum vulgare",0.910243370621379,-0.149867193722916,0.692827422950944,0.472763919717879,1.77964244645497,"Hordeum vulgare","Hordeum"
"Hornungia petraea",-1.7474991371025,-0.691820815913666,-2.01942220227296,-2.23345353458611,-1.26898674981345,"Hornungia petraea","Hornungia"
"Hottonia palustris",0.0313681981857021,-3.66960613781607,-1.60220677161288,-0.973629053393211,-0.963113343378393,"Hottonia palustris","Hottonia"
"Humulus lupulus",2.5250452345239,1.21308275255903,1.2122534541517,1.10829764383579,0.677206105163345,"Humulus lupulus","Humulus"
"Hydrocotyle vulgaris",-0.570418759410627,-1.08516905220319,-0.341741442347799,-0.197284887698279,-0.491697782355882,"Hydrocotyle vulgaris","Hydrocotyle"
"Hypericum elodes",-0.850360517712375,0.344574235159619,-1.1681469234951,-1.16157753078778,-1.244909899466,"Hypericum elodes","Hypericum"
"Hypericum humifusum",-1.37468095599041,1.04813503763287,-1.66551684308645,-1.64083929061838,-1.46902659159876,"Hypericum humifusum","Hypericum"
"Hypericum montanum",-0.0956746232920653,1.03916385635198,-0.400701696413025,-0.403153582000903,-1.31623450686006,"Hypericum montanum","Hypericum"
"Hypericum perforatum",-0.0732875222290808,1.30696274488247,-0.76826838504424,-0.987240708241176,-1.02465938844376,"Hypericum perforatum","Hypericum"
"Hypericum tetrapterum",-0.0732875222290808,0.181132090831831,-0.928344896255818,-0.767783620927987,-1.52342651907812,"Hypericum tetrapterum","Hypericum"
"Hypochaeris glabra",-0.768829883297981,-1.56600478595657,-0.583129458874625,-0.450092644034244,-0.228102159698787,"Hypochaeris glabra","Hypochaeris"
"Iberis umbellata",-0.435017981717277,-0.574385418894645,-0.440672692917666,-0.350686620184801,0.26523542157997,"Iberis umbellata","Iberis"
"Iris pseudacorus",0.629431441058744,-0.0665501295683926,1.79185003229922,1.63558051616894,1.84491037075651,"Iris pseudacorus","Iris"
"Isatis tinctoria",0.493284168311577,-0.485494164441821,0.457300528420681,0.226899039163237,0.700708219972431,"Isatis tinctoria","Isatis"
"Jasione montana",-0.901800499012899,0.331045695738685,-1.89079718252373,-1.72607370927589,-1.70114001830452,"Jasione montana","Jasione"
"Juncus acutiflorus",0.290088082633532,0.454876973902191,0.748729779986181,0.123286229011785,-1.87853274990292,"Juncus acutiflorus","Juncus"
"Juncus articulatus",-0.166181533250523,0.240180481967583,0.138181311952202,-0.355909928372078,-1.86435511815229,"Juncus articulatus","Juncus"
"Juncus bulbosus",-1.38780403159685,0.556076979725182,-1.63327305925703,-1.90961750964719,-1.86862426109488,"Juncus bulbosus","Juncus"
"Juncus conglomeratus",0.590593073089452,1.1362689842109,1.27101384359904,0.488749389087301,-1.92609201328095,"Juncus conglomeratus","Juncus"
"Juncus effusus",0.802893610036897,0.978736278383866,1.35188810821443,0.692255945551439,-1.91343518495956,"Juncus effusus","Juncus"
"Juncus inflexus",0.143427908474797,1.47224289966145,1.44327634745576,0.448837740355141,-1.24203560910948,"Juncus inflexus","Juncus"
"Juncus maritimus",0.493284168311577,2.0839190120665,1.20924171796539,0.0723796762821899,-1.60573371709535,"Juncus maritimus","Juncus"
"Juncus subnodulosus",0.597177237064454,0.0505873350994296,1.28825388777665,0.414526488068106,-2.00672884042251,"Juncus subnodulosus","Juncus"
"Juncus tenageia",-1.15459258922358,-0.854151209621036,-1.90156826170162,-1.86644379216861,-1.9858868137584,"Juncus tenageia","Juncus"
"Juncus tenuis",0.0490419181227111,-1.40063224025322,-0.512868146371157,-0.653924070776201,-1.91621335943977,"Juncus tenuis","Juncus"
"Knautia arvensis",0.107521462385979,-0.0256079907535493,0.639565932510812,0.585236406708482,0.679415149025603,"Knautia arvensis","Knautia"
"Lactuca perennis",-0.415796966428953,-0.744079121618777,0.512624445364153,0.47605953850573,0.2120035156749,"Lactuca perennis","Lactuca"
"Lactuca serriola",0.529190614400395,0.0786075143032791,1.16451699399439,0.974838370080605,-0.293836361180253,"Lactuca serriola","Lactuca"
"Lactuca virosa",0.751306795199961,-0.17596214332801,1.0295078047793,1.08583409531733,-0.0870797702230615,"Lactuca virosa","Lactuca"
"Lamium amplexicaule",-1.013860209302,-0.845065569541609,-0.783711823195883,-0.920898473354552,-0.263813857326298,"Lamium amplexicaule","Lamium"
"Lamium maculatum",-0.0300342605033554,0.160940648037646,0.0846889179611634,0.193993261786502,0.226706325599065,"Lamium maculatum","Lamium"
"Lamium purpureum",-0.516037793087302,-0.752064234577213,-0.636502265483149,-0.301969102467889,-0.171477198250589,"Lamium purpureum","Lamium"
"Lapsana communis",0.243668735133147,-1.00767443531009,0.461211398303037,0.875307488745889,0.00866455345454871,"Lapsana communis","Lapsana"
"Lathyrus latifolius",1.56260013825734,0.454876973902191,1.211530045973,1.05836097500156,1.84888542270211,"Lathyrus latifolius","Lathyrus"
"Lathyrus nissolia",-0.0300342605033554,0.215418819663435,0.158709330886324,0.0134080402943128,1.06396697658912,"Lathyrus nissolia","Lathyrus"
"Lathyrus odoratus",0.690833899747801,0.208680770678604,0.392829173719882,0.507817731365451,2.06286300140098,"Lathyrus odoratus","Lathyrus"
"Lathyrus pratensis",0.362749937787974,1.03592357299986,-0.882767833522608,-0.949115316403237,1.21145295874377,"Lathyrus pratensis","Lathyrus"
"Lathyrus vernus",-0.396956590432475,0.175729071009508,0.607299927659547,0.808822429124306,1.33685058986686,"Lathyrus vernus","Lathyrus"
"Legousia speculum-veneris",-0.768829883297981,-0.774243613262245,-1.53593029828051,-1.17293755704084,-0.788396564757102,"Legousia speculum-veneris","Legousia"
"Leontodon hispidus",-0.474665714173729,-0.753054536126434,0.284117943004205,0.463291834095049,0.050520877134143,"Leontodon hispidus","Leontodon"
"Lepidium campestre",-0.266422359908872,0.290106944329046,-0.427838384109924,-0.437007728093818,0.371231389702757,"Lepidium campestre","Lepidium"
"Leucanthemum vulgare",-0.0583597270610798,-0.952360394172913,-0.194135509613899,-0.185559568112525,-0.461434190869868,"Leucanthemum vulgare","Leucanthemum"
"Leucojum aestivum",0.194867889775323,-2.15533977554979,1.02254661449664,1.08757213563178,1.8396652827545,"Leucojum aestivum","Leucojum"
"Leucojum vernum",-1.2875632049385,-2.07745928481423,0.445529372583872,0.63825744796701,1.19272699631841,"Leucojum vernum","Leucojum"
"Levisticum officinale",1.0765966056734,0.147394092363222,2.09740644256276,2.25769040602116,0.158010211233753,"Levisticum officinale","Levisticum"
"Lilium bulbiferum",0.417130904111299,-0.738390099480928,-0.200265719936778,-0.383259057705877,0.959115559561505,"Lilium bulbiferum","Lilium"
"Linaria vulgaris",0.0702065661549947,0.0541060301855964,-0.985702248080622,-1.1646107498661,-0.838748133702537,"Linaria vulgaris","Linaria"
"Linum usitatissimum",0.143427908474797,-0.336107038812084,-1.91536261993095,-1.65809804663992,0.777644982775347,"Linum usitatissimum","Linum"
"Logfia minima",-1.07526266799105,1.8184001332983,-2.67956368013682,-2.62881788320937,-1.76521011290007,"Logfia minima","Logfia"
"Lolium multiflorum",-0.166181533250523,0.950261226071654,-0.199760125895314,-0.238454981027881,0.510977126517641,"Lolium multiflorum","Lolium"
"Lolium perenne",-1.07526266799105,0.386211388203582,-0.510078158733635,-0.455769631002376,0.325231549996587,"Lolium perenne","Lolium"
"Lonicera caprifolium",2.41027881430882,0.801855190846761,0.318423488789782,0.285485520570308,0.998923171744458,"Lonicera caprifolium","Lonicera"
"Lotus corniculatus",0.0983290440417376,0.00799614735064365,-1.10352119099635,-1.04542861258935,0.161248255295097,"Lotus corniculatus","Lotus"
"Lotus pedunculatus",-0.369377618928567,0.303182895965781,-0.456506898005948,-0.328737360039496,0.733939164094507,"Lotus pedunculatus","Lotus"
"Ludwigia palustris",-1.11410103596034,0.269917870136695,-0.859915240597953,-0.688808969603792,-1.48963048364353,"Ludwigia palustris","Ludwigia"
"Lunaria annua",0.143427908474797,-1.27500712423856,0.88042459250824,1.12097377687961,1.4099502366698,"Lunaria annua","Lunaria"
"Luzula campestris",-0.342575624109149,0.749406109796294,-1.12468612698839,-1.35906396685838,-0.188688909447311,"Luzula campestris","Luzula"
"Luzula pilosa",-0.901800499012899,0.549954668133396,-0.206512571398615,-0.190059076969885,-0.0158227149406112,"Luzula pilosa","Luzula"
"Lycopus europaeus",0.362749937787974,-1.54155879440488,-0.153298795955131,0.342294305274644,-0.700150655184678,"Lycopus europaeus","Lycopus"
"Lysimachia nummularia",0.143427908474797,0.545865290150234,-0.695227464123886,-0.63913219806713,-0.334047305356873,"Lysimachia nummularia","Lysimachia"
"Lysimachia punctata",0.334347592890158,0.752220979850447,0.596503764093058,0.57961308661671,-0.390511892984386,"Lysimachia punctata","Lysimachia"
"Lysimachia vulgaris",0.798655705937244,0.715429996028731,0.440887414846216,0.520158833226317,-0.544636503055604,"Lysimachia vulgaris","Lysimachia"
"Lythrum hyssopifolia",-0.206036906017113,0.433862084230675,-2.22594454588169,-2.29345916220684,-0.530441070013361,"Lythrum hyssopifolia","Lythrum"
"Lythrum portula",-1.25636670855429,1.06815026740911,-1.73595234823361,-1.81255157206165,-1.63557540017515,"Lythrum portula","Lythrum"
"Lythrum salicaria",0.575050474735418,-0.0815800069383985,0.126293495388463,0.320745087117574,-1.17920578205556,"Lythrum salicaria","Lythrum"
"Malus sylvestris",2.60782854574504,0.782347812533432,0.817934525407712,0.592344554734481,1.516383349678,"Malus sylvestris","Malus"
"Malva alcea",0.493284168311577,-0.821313412694397,0.115012752829228,0.195558423817594,0.651735273887892,"Malva alcea","Malva"
"Malva sylvestris",0.376639350848065,-0.212401611271961,1.08828353558241,1.10942942154212,0.51945791210249,"Malva sylvestris","Malva"
"Matthiola incana",0.198200320142992,-1.17706673303007,-0.206156503496535,-0.252622599107973,0.345426555109783,"Matthiola incana","Matthiola"
"Medicago arabica",-0.216267197030858,0.0515730386637679,-0.373028753806402,-0.180900695747637,0.301189388297488,"Medicago arabica","Medicago"
"Medicago lupulina",-0.415796966428953,0.147394092363222,-0.422375143725118,-0.330467133336658,0.275296623715991,"Medicago lupulina","Medicago"
"Medicago polymorpha",-0.0622884644976447,0.503612609669613,-0.0916886920569624,-0.187473802064968,0.517108599454034,"Medicago polymorpha","Medicago"
"Melica ciliata",-0.0688726284726471,2.67609162876,-0.642974835573467,-0.814857175905839,-0.0785428267423815,"Melica ciliata","Melica"
"Melilotus officinalis",0.971940885258616,0.660485766507986,0.0830189862172207,-0.237581966592109,0.519188352488084,"Melilotus officinalis","Melilotus"
"Melittis melissophyllum",-0.2423347974508,-0.595037327042173,0.0646522877354368,0.52997200873807,0.807017310859774,"Melittis melissophyllum","Melittis"
"Mentha aquatica",-0.00912335507753296,-0.0849123251243715,0.0102900920288067,0.314651431816644,-0.98674160199925,"Mentha aquatica","Mentha"
"Mentha longifolia",0.597177237064454,0.132481109151666,0.223473428124932,0.331163951327966,-1.3205983462333,"Mentha longifolia","Mentha"
"Mentha pulegium",-0.801559672354548,-0.0896588190958491,-0.931500877640037,-0.83002014525945,-1.23165394255558,"Mentha pulegium","Mentha"
"Mentha suaveolens",0.376639350848065,-0.0507510504752516,0.180633362243711,0.235669612293012,-1.47389451039849,"Mentha suaveolens","Mentha"
"Menyanthes trifoliata",-0.746122172999515,0.116339314859,0.845080596898918,0.814254512114248,0.521764437371967,"Menyanthes trifoliata","Menyanthes"
"Mercurialis annua",-0.415796966428953,-0.304697913980681,-0.428369131424706,-0.118660671482916,0.402945954014856,"Mercurialis annua","Mercurialis"
"Mercurialis perennis",-0.551944239176118,0.508775400242185,0.377363505555127,0.363946791202094,0.821179240197011,"Mercurialis perennis","Mercurialis"
"Mespilus germanica",2.66550728971081,1.49800116353135,0.765037233609912,0.56189409467959,1.97008320069688,"Mespilus germanica","Mespilus"
"Misopates orontium",-0.113971492905709,-0.860589158432065,-0.706350225005146,-0.818515937093025,-0.890378350158798,"Misopates orontium","Misopates"
"Moehringia trinervia",-0.755140324854164,-0.0891639975598869,-1.42209491442661,-1.30182869551372,-0.75036445952837,"Moehringia trinervia","Moehringia"
"Molinia caerulea",0.675850788559129,1.83669036438923,0.180574586943474,0.160191708709549,-0.162697391721767,"Molinia caerulea","Molinia"
"Muscari botryoides",-0.901800499012899,-1.7992888101146,0.133911235926958,0.252959319091587,0.581638640572687,"Muscari botryoides","Muscari"
"Myagrum perfoliatum",-0.454635334398244,-1.28022640915196,0.024477988782515,0.128336282684096,1.4569258171639,"Myagrum perfoliatum","Myagrum"
"Myosotis arvensis",-0.495126887661478,-1.09286226341029,-0.173987029164054,-0.118908100841383,-0.591016755299251,"Myosotis arvensis","Myosotis"
"Myosotis laxa",-0.576031801634192,-1.10647700141573,-0.889300690874768,-0.565204829598472,-0.719392153048478,"Myosotis laxa","Myosotis"
"Myosotis ramosissima",-1.27183709652559,-0.624427534114302,-0.748943466963346,-0.861006092047022,-0.769360355011032,"Myosotis ramosissima","Myosotis"
"Myosotis scorpioides",-0.313655224258551,-0.69857718739417,-0.411739471639804,0.0704635161344191,-0.577119568722372,"Myosotis scorpioides","Myosotis"
"Myosotis sylvatica",-0.551944239176118,-0.636554627732285,-0.355306149935034,-0.232086052964841,-0.298671150103149,"Myosotis sylvatica","Myosotis"
"Myriophyllum spicatum",0.903134436695246,0.688930851339957,-1.18902500090674,-1.76637377549019,0.113491041042065,"Myriophyllum spicatum","Myriophyllum"
"Narcissus pseudonarcissus",-0.516037793087302,-0.796222135947018,0.426461720211559,0.330120046765799,0.84317016216301,"Narcissus pseudonarcissus","Narcissus"
"Nasturtium officinale",-0.454635334398244,-1.71130499871821,-0.15856661124,0.217980736216258,-0.790379642729451,"Nasturtium officinale","Nasturtium"
"Nigella arvensis",-0.495126887661478,-0.157318581365021,-0.803701921982847,-0.856663499518112,0.331241162168223,"Nigella arvensis","Nigella"
"Nigella damascena",0.00116223588085017,-0.0852087331693378,0.359233557005181,0.481621195467889,0.356821865514216,"Nigella damascena","Nigella"
"Nymphaea alba",-2.43303243908454,-0.0645394700111461,2.13157520219717,1.97116706597111,0.307084314320548,"Nymphaea alba","Nymphaea"
"Oenanthe aquatica",0.417130904111299,-0.816627324879464,0.841877539252301,0.867168665721319,0.488895478385367,"Oenanthe aquatica","Oenanthe"
"Oenanthe fistulosa",0.0890469421514717,-0.887299000090062,-0.503611264466413,-0.432381512578422,0.708655013156006,"Oenanthe fistulosa","Oenanthe"
"Oenanthe lachenalii",0.903134436695246,0.0772134883771633,0.334491128214707,0.114799799824092,0.196006717763555,"Oenanthe lachenalii","Oenanthe"
"Onobrychis viciifolia",-0.325118108671941,0.73313533952336,0.716984505796397,0.631657905630484,1.43906184030363,"Onobrychis viciifolia","Onobrychis"
"Orchis militaris",-0.628097503376397,-1.34319379136656,1.01028370503306,0.983165815606365,-3.31646374880859,"Orchis militaris","Orchis"
"Origanum vulgare",0.0509855508666685,0.607698634078543,-0.269579147014104,-0.328737360039496,-1.12826878319418,"Origanum vulgare","Origanum"
"Orlaya grandiflora",-0.299518145468235,-0.259929665142947,0.328344618738136,0.281532462829921,1.22332199982558,"Orlaya grandiflora","Orlaya"
"Oxalis acetosella",-1.3617364311769,-0.949932268488555,-0.832241468293756,-0.0874444018576579,-0.0204940776528184,"Oxalis acetosella","Oxalis"
"Oxalis corniculata",-0.901800499012899,-0.569580718187342,-1.37725174128672,-0.77308112133703,-0.802453340823379,"Oxalis corniculata","Oxalis"
"Papaver dubium",0.192862814434083,-0.142890944716568,0.876110108784697,0.837869866271085,-1.0249630291919,"Papaver dubium","Papaver"
"Papaver rhoeas",-0.0492552757916798,-0.691820815913666,0.725443448628248,0.877488733583926,-1.06360090269652,"Papaver rhoeas","Papaver"
"Papaver somniferum",0.563791078270034,-0.112320972982779,0.972946813141958,1.26659488661283,-0.379659102264833,"Papaver somniferum","Papaver"
"Parietaria judaica",-0.203496429481508,0.000830887451958008,-0.25077446441526,-0.0549584003344873,-0.773333645023373,"Parietaria judaica","Parietaria"
"Parietaria officinalis",0.493284168311577,-0.608714389604795,0.080819485710211,0.602233098354274,-0.454517055701384,"Parietaria officinalis","Parietaria"
"Paris quadrifolia",-0.628097503376397,-0.139107159509332,-0.0253976901257263,0.175753190827888,2.29467954568212,"Paris quadrifolia","Paris"
"Parthenocissus inserta",3.09383207832899,0.457779273784564,1.45760564707291,1.41115600044433,1.44623501546464,"Parthenocissus inserta","Parthenocissus"
"Pastinaca sativa",0.417130904111299,-0.529349839883105,1.14615985599574,1.45759026247657,0.652121854118288,"Pastinaca sativa","Pastinaca"
"Petasites albus",0.0890469421514717,-1.13510790926542,1.58953891305103,1.6943159449465,-0.698432307230975,"Petasites albus","Petasites"
"Petasites hybridus",0.376639350848065,0.221061226190543,2.65850223779869,2.6427933991748,-0.705914491414479,"Petasites hybridus","Petasites"
"Petrorhagia prolifera",0.00116223588085017,0.586479083927721,-1.25358565828822,-1.47857643738462,-0.504379472309577,"Petrorhagia prolifera","Petrorhagia"
"Phacelia tanacetifolia",0.376639350848065,-0.913976031459027,0.560216824369531,0.629722298569377,0.0856937199060565,"Phacelia tanacetifolia","Phacelia"
"Phalaris arundinacea",1.25664293862655,0.930095277767441,0.594138469587765,0.669397008632652,-0.206194573526127,"Phalaris arundinacea","Phalaris"
"Phleum pratense",-0.0402371239370319,1.05990059413737,-0.70392877334066,-0.485569384453724,-0.256449875077922,"Phleum pratense","Phleum"
"Phragmites australis",1.77490067520479,2.0668049067317,1.09825340234997,1.05143990058936,-0.964947763823024,"Phragmites australis","Phragmites"
"Picris hieracioides",0.474809648077069,-0.040354388835803,0.336883775037896,0.474065976312796,0.0478142644888174,"Picris hieracioides","Picris"
"Pinus sylvestris",4.2720311015316,1.27260548965766,-0.659785194602744,-1.41289698053171,0.970142429936496,"Pinus sylvestris","Pinus"
"Plantago coronopus",-2.25298610613139,-1.57429003320984,-0.696545192871104,-0.859063032489033,-0.862657653651284,"Plantago coronopus","Plantago"
"Plantago lanceolata",-0.832994050449528,-0.280404868854502,0.370783278699059,0.525913859579291,0.229151779675531,"Plantago lanceolata","Plantago"
"Plantago major",-0.0428050280527041,-1.46381167170211,1.64051394632469,1.84444150571272,-0.633615698907085,"Plantago major","Plantago"
"Plantago media",-0.773437194467805,-0.648737223116202,1.01871007944661,0.860348834104736,-0.459383871126394,"Plantago media","Plantago"
"Poa annua",-1.44218499792017,0.700319944745593,-1.27431880185309,-1.02061475133691,-0.720031925345122,"Poa annua","Poa"
"Poa bulbosa",-1.19688434718148,0.394424099094725,-1.97779149851982,-2.16011009503555,-0.435989148336552,"Poa bulbosa","Poa"
"Poa compressa",-0.0300342605033554,1.11891495149856,-0.854184372240649,-0.911471224879986,-0.762918415245897,"Poa compressa","Poa"
"Poa nemoralis",0.243668735133147,1.44393919763672,-0.761706942528656,-0.302953134693588,-0.819710817944459,"Poa nemoralis","Poa"
"Poa palustris",0.711421581831878,1.56983683141937,-1.73201694397429,-1.50897454453886,-0.895329505799403,"Poa palustris","Poa"
"Poa pratensis",-0.2423347974508,1.35562408059621,-0.0535975523090964,0.0398243614139588,-0.625166805775587,"Poa pratensis","Poa"
"Polygala vulgaris",-1.88562644781154,0.468193403715908,-1.41297583777315,-1.52319511358008,0.266311942511479,"Polygala vulgaris","Polygala"
"Polygonatum multiflorum",0.132797542047058,-0.596563512867234,0.0985844053030346,0.403790530678723,2.1810962415802,"Polygonatum multiflorum","Polygonatum"
"Polygonatum odoratum",-0.2423347974508,-0.275326003177619,0.394946861713742,0.460809634950371,2.67507115057852,"Polygonatum odoratum","Polygonatum"
"Polygonatum verticillatum",0.0777875456860875,-0.607000908731286,-0.25016010602828,0.0283361109663559,2.01266524909334,"Polygonatum verticillatum","Polygonatum"
"Polygonum aviculare",1.02570704839591,0.299166363270605,-0.566070941792335,-0.511995470040924,0.28598107226496,"Polygonum aviculare","Polygonum"
"Populus nigra",3.96559831683853,1.32416977774937,0.910561116253929,0.569000715188721,-0.108490596044769,"Populus nigra","Populus"
"Populus tremula",3.72921021743301,1.83754220645216,0.719973788620373,0.514722546405512,-1.10642329733241,"Populus tremula","Populus"
"Portulaca oleracea",-0.801559672354548,-1.41647035818764,-1.69631305655401,-1.91131284350388,-0.524922026722682,"Portulaca oleracea","Portulaca"
"Potentilla erecta",-0.801559672354548,1.3153539399088,-0.98074518960234,-0.983064481579711,-0.351505622343418,"Potentilla erecta","Potentilla"
"Potentilla reptans",-0.0732875222290808,0.693663794697817,0.15189178836511,0.438538647956022,-0.627939204230726,"Potentilla reptans","Potentilla"
"Primula veris",-1.013860209302,0.389551181484507,0.920316038129382,0.771341191288205,-0.10659074166362,"Primula veris","Primula"
"Primula vulgaris",-1.15459258922358,-0.494553364717505,0.875567293636633,1.01037258216332,0.0599262698840794,"Primula vulgaris","Primula"
"Prunella vulgaris",-1.0880334355404,-0.321084803425677,-0.457870490553473,-0.181097973782855,-0.180343288869945,"Prunella vulgaris","Prunella"
"Prunus mahaleb",2.43436637676689,1.17928833975948,-0.0765204306427349,-0.123177867023234,2.14565077767603,"Prunus mahaleb","Prunus"
"Pulicaria dysenterica",0.143427908474797,-0.701144441715816,-0.00603872539001803,0.123065565063877,-1.159659817723,"Pulicaria dysenterica","Pulicaria"
"Radiola linoides",-2.18953540575289,0.603067713591157,-2.88481888528443,-3.01162217515218,-2.12998325492999,"Radiola linoides","Radiola"
"Ranunculus acris",-0.387674488542209,0.161616169534757,-0.03844117788696,-0.225759986107253,0.260929235708286,"Ranunculus acris","Ranunculus"
"Ranunculus arvensis",-0.216267197030858,-0.767340560263566,-0.322999861158793,-0.265338071055291,1.21500703264006,"Ranunculus arvensis","Ranunculus"
"Ranunculus bulbosus",-0.755140324854164,0.0411813449410908,0.171303990621075,0.0681528925468373,0.504189970309475,"Ranunculus bulbosus","Ranunculus"
"Ranunculus flammula",-0.559291054813026,-0.170906315701596,-0.0887017312492717,-0.196006511123086,-0.387605657112889,"Ranunculus flammula","Ranunculus"
"Ranunculus lanuginosus",0.0890469421514717,-0.501129787860587,0.901378608971755,0.968114366807877,0.12450663729313,"Ranunculus lanuginosus","Ranunculus"
"Ranunculus lingua",0.711421581831878,0.151465302606358,0.745424709255659,0.49397848692897,0.253915284814632,"Ranunculus lingua","Ranunculus"
"Ranunculus repens",-0.448051170423241,-0.0630104240911871,0.801715712292558,0.70403421857302,0.385991498829655,"Ranunculus repens","Ranunculus"
"Ranunculus sardous",-0.801559672354548,-1.04758614823614,-0.317994918442905,-0.136630074216225,0.154596770956454,"Ranunculus sardous","Ranunculus"
"Ranunculus sceleratus",-0.384600470044748,-1.09199674805716,-0.00930892314148461,0.0845646584372535,-0.979284639792746,"Ranunculus sceleratus","Ranunculus"
"Raphanus raphanistrum",-0.180932338761742,-1.15859134231388,0.999456105464835,0.986575695315323,1.56657425972026,"Raphanus raphanistrum","Raphanus"
"Rapistrum rugosum",0.267161481756101,-0.12402557556731,-0.172602479146824,-0.200528286111679,0.546183444144483,"Rapistrum rugosum","Rapistrum"
